athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Akpan, Sophia",Virginia,ACC,100H,2024,SO-2,,,14.56,s,Virginia Opener,2024-03-23,,,1.1,Outdoor,https://www.tfrrs.org/results/84945/5129857/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,100H,2024,FR-1,,,14.97,s,Virginia Opener,2024-03-23,,,1.1,Outdoor,https://www.tfrrs.org/results/84945/5129857/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2024,FR-1,,,14.42,s,Virginia Opener,2024-03-23,,,1.1,Outdoor,https://www.tfrrs.org/results/84945/5129857/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,100H,2024,FR-1,,,17.09,s,Virginia Opener,2024-03-23,,,1.7,Outdoor,https://www.tfrrs.org/results/84945/5129857/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:01.90,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129881/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,1:01.22,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129881/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:02.69,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129881/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2024,FR-1,,,1:05.16,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129881/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Parenchuk, Anzhelika",Virginia,ACC,400H,2024,SR-4,,,1:04.39,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129881/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2024,FR-1,,,59.67,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129850/Virginia_Opener/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,57.21,s,Virginia Opener,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84945/5129850/Virginia_Opener/400-Meters,TFRRS all_performances
"Hardy, Jordan",Virginia,ACC,Long Jump,2024,JR-3,,,5.90,m,Virginia Opener,2024-03-23,,,1.8,Outdoor,https://www.tfrrs.org/results/84945/5129853/Virginia_Opener/Long-Jump,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,6.09,m,Virginia Opener,2024-03-23,,,1.2,Outdoor,https://www.tfrrs.org/results/84945/5129853/Virginia_Opener/Long-Jump,TFRRS all_performances
"Recce, Gabriella",Virginia,ACC,Long Jump,2024,SR-4,,,5.58,m,Virginia Opener,2024-03-23,,,1.6,Outdoor,https://www.tfrrs.org/results/84945/5129853/Virginia_Opener/Long-Jump,TFRRS all_performances
"White, Libby",Virginia,ACC,Long Jump,2024,FR-1,,,4.93,m,Virginia Opener,2024-03-23,,,1.5,Outdoor,https://www.tfrrs.org/results/84945/5129853/Virginia_Opener/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2024,SO-2,,,14.62,s,Raleigh Relays,2024-03-28,,,1.4,Outdoor,https://www.tfrrs.org/results/85174/5146947/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,100H,2024,FR-1,,,14.82,s,Raleigh Relays,2024-03-28,,,1.1,Outdoor,https://www.tfrrs.org/results/85174/5146947/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:01.93,s,Raleigh Relays,2024-03-28,,,,Outdoor,https://www.tfrrs.org/results/85174/5146948/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,1:01.47,s,Raleigh Relays,2024-03-28,,,,Outdoor,https://www.tfrrs.org/results/85174/5146948/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:03.39,s,Raleigh Relays,2024-03-28,,,,Outdoor,https://www.tfrrs.org/results/85174/5146948/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,56.20,s,Raleigh Relays,2024-03-28,,,,Outdoor,https://www.tfrrs.org/results/85174/5146926/Raleigh_Relays/400-Meters,TFRRS all_performances
"Hardy, Jordan",Virginia,ACC,Long Jump,2024,JR-3,,,6.03,m,Raleigh Relays,2024-03-28,,,1.0,Outdoor,https://www.tfrrs.org/results/85174/5146942/Raleigh_Relays/Long-Jump,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,100H,2024,FR-1,,,14.92,s,VertKlasse Meeting,2024-04-05,,,2.0,Outdoor,https://www.tfrrs.org/results/85654/5173149/VertKlasse_Meeting/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2024,FR-1,,,14.58,s,VertKlasse Meeting,2024-04-05,,,1.8,Outdoor,https://www.tfrrs.org/results/85654/5173139/VertKlasse_Meeting/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:03.46,s,VertKlasse Meeting,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/85654/5173140/VertKlasse_Meeting/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,1:00.09,s,VertKlasse Meeting,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/85654/5173140/VertKlasse_Meeting/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:03.41,s,VertKlasse Meeting,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/85654/5173140/VertKlasse_Meeting/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2024,FR-1,,,1:04.71,s,VertKlasse Meeting,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/85654/5173140/VertKlasse_Meeting/400-Hurdles,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,55.03,s,VertKlasse Meeting,2024-04-05,,,,Outdoor,https://www.tfrrs.org/results/85654/5173163/VertKlasse_Meeting/400-Meters,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,6.03,m,VertKlasse Meeting,2024-04-05,,,1.7,Outdoor,https://www.tfrrs.org/results/85654/5173129/VertKlasse_Meeting/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:05.14,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192102/Virginia_Grand_Prix/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,59.71,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192102/Virginia_Grand_Prix/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:02.13,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192102/Virginia_Grand_Prix/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2024,FR-1,,,1:03.70,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192102/Virginia_Grand_Prix/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2024,FR-1,,,58.91,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192090/Virginia_Grand_Prix/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,55.24,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192090/Virginia_Grand_Prix/400-Meters,TFRRS all_performances
"Parenchuk, Anzhelika",Virginia,ACC,400m,2024,SR-4,,,55.71,s,Virginia Grand Prix,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85958/5192090/Virginia_Grand_Prix/400-Meters,TFRRS all_performances
"Hardy, Jordan",Virginia,ACC,Long Jump,2024,JR-3,,,5.99,m,Virginia Grand Prix,2024-04-12,,,0.3,Outdoor,https://www.tfrrs.org/results/85958/5192107/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,5.71,m,Virginia Grand Prix,2024-04-12,,,1.8,Outdoor,https://www.tfrrs.org/results/85958/5192107/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Recce, Gabriella",Virginia,ACC,Long Jump,2024,SR-4,,,5.57,m,Virginia Grand Prix,2024-04-12,,,1.8,Outdoor,https://www.tfrrs.org/results/85958/5192107/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,Long Jump,2024,FR-1,,,4.55,m,Virginia Grand Prix,2024-04-12,,,1.1,Outdoor,https://www.tfrrs.org/results/85958/5192130/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,100H,2024,FR-1,,,15.23,s,Virginia Challenge,2024-04-19,,,0.1,Outdoor,https://www.tfrrs.org/results/86255/5218637/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2024,FR-1,,,14.32,s,Virginia Challenge,2024-04-19,,,0.6,Outdoor,https://www.tfrrs.org/results/86255/5218637/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,100H,2024,FR-1,,,16.55,s,Virginia Challenge,2024-04-19,,,0.1,Outdoor,https://www.tfrrs.org/results/86255/5218637/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:04.23,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218678/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,59.31,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218678/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:01.68,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218678/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2024,FR-1,,,1:02.89,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218678/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2024,FR-1,,,59.22,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218646/Virginia_Challenge/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,55.15,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218646/Virginia_Challenge/400-Meters,TFRRS all_performances
"Parenchuk, Anzhelika",Virginia,ACC,400m,2024,SR-4,,,55.22,s,Virginia Challenge,2024-04-19,,,,Outdoor,https://www.tfrrs.org/results/86255/5218646/Virginia_Challenge/400-Meters,TFRRS all_performances
"Hardy, Jordan",Virginia,ACC,Long Jump,2024,JR-3,,,6.14,m,Virginia Challenge,2024-04-19,,,1.3,Outdoor,https://www.tfrrs.org/results/86255/5218665/Virginia_Challenge/Long-Jump,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,6.21,m,Virginia Challenge,2024-04-19,,,+0.0,Outdoor,https://www.tfrrs.org/results/86255/5218665/Virginia_Challenge/Long-Jump,TFRRS all_performances
"Recce, Gabriella",Virginia,ACC,Long Jump,2024,SR-4,,,5.66,m,Virginia Challenge,2024-04-19,,,+0.0,Outdoor,https://www.tfrrs.org/results/86255/5218665/Virginia_Challenge/Long-Jump,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,Long Jump,2024,FR-1,,,4.44,m,Virginia Challenge,2024-04-19,,,1.4,Outdoor,https://www.tfrrs.org/results/86255/5218665/Virginia_Challenge/Long-Jump,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,5.84,m,Penn Relays,2024-04-25,,,0.5,Outdoor,https://www.tfrrs.org/results/86574/5277025/Penn_Relays/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2024,SO-2,,,14.19,s,Virginia High Performance,2024-04-28,,,1.4,Outdoor,https://www.tfrrs.org/results/84590/5245430/Virginia_High_Performance/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2024,FR-1,,,14.34,s,Virginia High Performance,2024-04-28,,,1.4,Outdoor,https://www.tfrrs.org/results/84590/5245430/Virginia_High_Performance/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:02.06,s,Virginia High Performance,2024-04-28,,,,Outdoor,https://www.tfrrs.org/results/84590/5245419/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,59.23,s,Virginia High Performance,2024-04-28,,,,Outdoor,https://www.tfrrs.org/results/84590/5245419/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:01.97,s,Virginia High Performance,2024-04-28,,,,Outdoor,https://www.tfrrs.org/results/84590/5245419/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2024,FR-1,,,1:04.01,s,Virginia High Performance,2024-04-28,,,,Outdoor,https://www.tfrrs.org/results/84590/5245419/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Parenchuk, Anzhelika",Virginia,ACC,400m,2024,SR-4,,,55.32,s,Virginia High Performance,2024-04-28,,,,Outdoor,https://www.tfrrs.org/results/84590/5245429/Virginia_High_Performance/400-Meters,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,5.60,m,Virginia High Performance,2024-04-28,,,0.5,Outdoor,https://www.tfrrs.org/results/84590/5245431/Virginia_High_Performance/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2024,SO-2,,,14.26,s,ACC Outdoor Track & Field Championships,2024-05-09,,,0.1,Outdoor,https://www.tfrrs.org/results/86920/5278893/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,100H,2024,FR-1,,,16.63,s,ACC Outdoor Track & Field Championships,2024-05-09,,,0.8,Outdoor,https://www.tfrrs.org/results/86920/5278921/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2024,SO-2,,,1:02.98,s,ACC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/86920/5278883/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,58.90,s,ACC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/86920/5278883/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,59.95,s,ACC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/86920/5278883/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2024,FR-1,,,1:01.57,s,ACC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/86920/5278883/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2024,FR-1,,,55.24,s,ACC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/86920/5278870/ACC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Hardy, Jordan",Virginia,ACC,Long Jump,2024,JR-3,,,5.85,m,ACC Outdoor Track & Field Championships,2024-05-09,,,-0.5,Outdoor,https://www.tfrrs.org/results/86920/5278894/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,5.95,m,ACC Outdoor Track & Field Championships,2024-05-09,,,0.8,Outdoor,https://www.tfrrs.org/results/86920/5278894/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,Long Jump,2024,FR-1,,,5.16,m,ACC Outdoor Track & Field Championships,2024-05-09,,,-1.0,Outdoor,https://www.tfrrs.org/results/86920/5278925/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2024,JR-3,,,59.70,s,NCAA East First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86997/5284588/NCAA_East_First_Round/400-Hurdles,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2024,JR-3,,,5.96,m,NCAA East First Round,2024-05-22,,,-0.2,Outdoor,https://www.tfrrs.org/results/86997/5284563/NCAA_East_First_Round/Long-Jump,TFRRS all_performances
