athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Jones, Alexis",Illinois,Big Ten,100H,2018,FR-1,,,14.38,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,0.4,Outdoor,https://www.tfrrs.org/results/54701/3364924/SIU_Bill_Cornell_Spring_Classic/100-Hurdles,TFRRS all_performances
"Kendziera, Brenda",Illinois,Big Ten,100H,2018,SO-2,,,16.89,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,0.4,Outdoor,https://www.tfrrs.org/results/54701/3364924/SIU_Bill_Cornell_Spring_Classic/100-Hurdles,TFRRS all_performances
"Seay, Maya",Illinois,Big Ten,100H,2018,FR-1,,,15.01,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,0.9,Outdoor,https://www.tfrrs.org/results/54701/3364924/SIU_Bill_Cornell_Spring_Classic/100-Hurdles,TFRRS all_performances
"Aduma, Amira",Illinois,Big Ten,400H,2018,FR-1,,,1:03.60,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/54701/3364936/SIU_Bill_Cornell_Spring_Classic/400-Hurdles,TFRRS all_performances
"Jones, Alexis",Illinois,Big Ten,400H,2018,FR-1,,,1:05.58,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/54701/3364936/SIU_Bill_Cornell_Spring_Classic/400-Hurdles,TFRRS all_performances
"Bruce, Madeline",Illinois,Big Ten,400m,2018,FR-1,,,1:01.32,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/54701/3364945/SIU_Bill_Cornell_Spring_Classic/400-Meters,TFRRS all_performances
"Kladar, Kristina",Illinois,Big Ten,400m,2018,JR-3,,,1:00.39,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/54701/3364945/SIU_Bill_Cornell_Spring_Classic/400-Meters,TFRRS all_performances
"Madsen, Sarah",Illinois,Big Ten,400m,2018,SO-2,,,1:01.80,seconds,SIU Bill Cornell Spring Classic,2018-03-23,,,,Outdoor,https://www.tfrrs.org/results/54701/3364945/SIU_Bill_Cornell_Spring_Classic/400-Meters,TFRRS all_performances
"Jones, Alexis",Illinois,Big Ten,100H,2018,FR-1,,,14.32,seconds,Ole Miss Classic,2018-03-31,,,-1.2,Outdoor,https://www.tfrrs.org/results/54839/3381453/Ole_Miss_Classic/100-Hurdles,TFRRS all_performances
"Kendziera, Brenda",Illinois,Big Ten,100H,2018,SO-2,,,16.82,seconds,Ole Miss Classic,2018-03-31,,,-1.0,Outdoor,https://www.tfrrs.org/results/54839/3381453/Ole_Miss_Classic/100-Hurdles,TFRRS all_performances
"Seay, Maya",Illinois,Big Ten,100H,2018,FR-1,,,14.30,seconds,Ole Miss Classic,2018-03-31,,,1.1,Outdoor,https://www.tfrrs.org/results/54839/3381453/Ole_Miss_Classic/100-Hurdles,TFRRS all_performances
"Jones, Alexis",Illinois,Big Ten,400H,2018,FR-1,,,1:04.00,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381461/Ole_Miss_Classic/400-Hurdles,TFRRS all_performances
"Mayes, Jade'",Illinois,Big Ten,400H,2018,FR-1,,,1:04.14,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381461/Ole_Miss_Classic/400-Hurdles,TFRRS all_performances
"Bruce, Madeline",Illinois,Big Ten,400m,2018,FR-1,,,1:01.43,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Kladar, Kristina",Illinois,Big Ten,400m,2018,JR-3,,,1:00.25,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Madsen, Sarah",Illinois,Big Ten,400m,2018,SO-2,,,1:00.09,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Marry, Miranda",Illinois,Big Ten,400m,2018,SR-4,,,1:00.77,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Nwoko, Chisom",Illinois,Big Ten,400m,2018,SO-2,,,53.59,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Phillips, Felicia",Illinois,Big Ten,400m,2018,SO-2,,,57.17,seconds,Ole Miss Classic,2018-03-31,,,,Outdoor,https://www.tfrrs.org/results/54839/3381468/Ole_Miss_Classic/400-Meters,TFRRS all_performances
"Jones, Alexis",Illinois,Big Ten,100H,2018,FR-1,,,14.03,seconds,2018 Jim Click Shootout,2018-04-07,,,1.3,Outdoor,https://www.tfrrs.org/results/55267/3403770/2018_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Seay, Maya",Illinois,Big Ten,100H,2018,FR-1,,,13.88,seconds,2018 Jim Click Shootout,2018-04-07,,,1.3,Outdoor,https://www.tfrrs.org/results/55267/3403770/2018_Jim_Click_Shootout/100-Hurdles,TFRRS all_performances
"Jones, Alexis",Illinois,Big Ten,400H,2018,FR-1,,,1:01.46,seconds,2018 Jim Click Shootout,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/55267/3403774/2018_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Mayes, Jade'",Illinois,Big Ten,400H,2018,FR-1,,,1:03.62,seconds,2018 Jim Click Shootout,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/55267/3403774/2018_Jim_Click_Shootout/400-Hurdles,TFRRS all_performances
"Nwoko, Chisom",Illinois,Big Ten,400m,2018,SO-2,,,53.11,seconds,2018 Jim Click Shootout,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/55267/3403792/2018_Jim_Click_Shootout/400-Meters,TFRRS all_performances
"Phillips, Felicia",Illinois,Big Ten,400m,2018,SO-2,,,59.00,seconds,2018 Jim Click Shootout,2018-04-07,,,,Outdoor,https://www.tfrrs.org/results/55267/3403792/2018_Jim_Click_Shootout/400-Meters,TFRRS all_performances
"Aduma, Amira",Illinois,Big Ten,400H,2018,FR-1,,,1:02.55,seconds,Illinois Twilight,2018-04-14,,,,Outdoor,https://www.tfrrs.org/results/54341/3428375/Illinois_Twilight/400-Hurdles,TFRRS all_performances
"Mayes, Jade'",Illinois,Big Ten,400H,2018,FR-1,,,1:05.20,seconds,Illinois Twilight,2018-04-14,,,,Outdoor,https://www.tfrrs.org/results/54341/3428375/Illinois_Twilight/400-Hurdles,TFRRS all_performances
