athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Wise, Taylen",Arizona,Big 12,100H,2026,SR-4,,,13.33,seconds,LSU Battle on the Bayou,2026-04-03,,,3.8,Outdoor,https://www.tfrrs.org/results/93386/5904423/_LSU_Battle_on_the_Bayou/100-Hurdles,TFRRS all_performances
"Woods, Cecelia",Arizona,Big 12,400H,2026,SR-4,,,59.66,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904430/_LSU_Battle_on_the_Bayou/400-Hurdles,TFRRS all_performances
"Koseoglu, Charli",Arizona,Big 12,100H,2026,JR-3,,,16.97,seconds,2026 Bryan Clay Multi Event,2026-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/94627/5915534/2026_Bryan_Clay_Multi_Event/100-Hurdles,TFRRS all_performances
"Powers, Hollan",Arizona,Big 12,100H,2026,SR-4,,,13.39,seconds,2026 Bryan Clay Multi Event,2026-04-09,,,1.6,Outdoor,https://www.tfrrs.org/results/94627/5915520/2026_Bryan_Clay_Multi_Event/100-Hurdles,TFRRS all_performances
"Dillon, Olivia",Arizona,Big 12,100H,2026,SR-4,,,14.68,seconds,Dual In the Desert,2026-04-11,,,-0.2,Outdoor,https://www.tfrrs.org/results/96197/5937165/Dual_In_the_Desert/100-Hurdles,TFRRS all_performances
"Psarras, Emily",Arizona,Big 12,100H,2026,JR-3,,,16.27,seconds,Dual In the Desert,2026-04-11,,,-0.2,Outdoor,https://www.tfrrs.org/results/96197/5937165/Dual_In_the_Desert/100-Hurdles,TFRRS all_performances
"Wise, Taylen",Arizona,Big 12,100H,2026,SR-4,,,13.69,seconds,Dual In the Desert,2026-04-11,,,-0.2,Outdoor,https://www.tfrrs.org/results/96197/5937165/Dual_In_the_Desert/100-Hurdles,TFRRS all_performances
"Woods, Cecelia",Arizona,Big 12,400H,2026,SR-4,,,1:00.01,seconds,Dual In the Desert,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/96197/5937179/Dual_In_the_Desert/400-Hurdles,TFRRS all_performances
"Aguilar-Perez, Camila",Arizona,Big 12,400m,2026,SR-4,,,55.94,seconds,Dual In the Desert,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/96197/5937175/Dual_In_the_Desert/400-Meters,TFRRS all_performances
"Lyons, Brooke",Arizona,Big 12,400m,2026,JR-3,,,53.29,seconds,Dual In the Desert,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/96197/5937175/Dual_In_the_Desert/400-Meters,TFRRS all_performances
"Wise, Taylen",Arizona,Big 12,100H,2026,SR-4,,,13.51,seconds,66th Annual Mt. SAC Relays,2026-04-15,,,1.6,Outdoor,https://www.tfrrs.org/results/95455/5966522/66th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
