athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,1:00.58,s,UCF Black & Gold Challenge,2026-03-20,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Brynn Buelow,Clemson,ACC,400m,2026,FR-1,,,54.82,s,UCF Black & Gold Challenge,2026-03-20,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Danya Spoor,Clemson,ACC,400m,2026,FR-1,,,56.60,s,UCF Black & Gold Challenge,2026-03-20,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,55.42,s,UCF Black & Gold Challenge,2026-03-20,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Tia Stapleton,Clemson,ACC,Long Jump,2026,JR-3,,,5.96,m,UCF Black & Gold Challenge,2026-03-20,,,2.0,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,59.59,s,Clyde Littlefield Texas Relays,2026-04-01,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Aiya Webb,Clemson,ACC,Long Jump,2026,FR-1,,,5.99,m,Clyde Littlefield Texas Relays,2026-04-01,,,2.0,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Tia Stapleton,Clemson,ACC,Long Jump,2026,JR-3,,,5.94,m,Clyde Littlefield Texas Relays,2026-04-01,,,3.3,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,58.77,s,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Brynn Buelow,Clemson,ACC,400m,2026,FR-1,,,53.64,s,Tom Jones Memorial,2026-04-16,Final,,,Outdoor,https://www.tfrrs.org/printable_lists/5651,verified_available
Brynn Buelow,Clemson,ACC,400m,2026,FR-1,,,53.64,s,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,52.21,s,Tom Jones Memorial,2026-04-16,Final,,,Outdoor,https://www.tfrrs.org/printable_lists/5651,verified_available
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,52.21,s,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Isabelle Nebel,Clemson,ACC,400H,2026,JR-3,,,1:02.85,s,Penn Relays,2026-04-23,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,59.17,s,Penn Relays,2026-04-23,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,58.67,s,Duke Twilight,2026-05-03,Final,,,Outdoor,https://www.tfrrs.org/printable_lists/5651,verified_available
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,58.67,s,Duke Twilight,2026-05-03,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shaneal Clarke Giddings,Clemson,ACC,400m,2026,JR-3,,,55.25,s,Duke Twilight,2026-05-03,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Danya Spoor,Clemson,ACC,100H,2026,FR-1,,,15.68,s,ACC Outdoor Championships,2026-05-14,Round,16.0,2.6,Outdoor,https://www.tfrrs.org/results/95975/5999331/2026_ACC_Outdoor_Track__Field_Championships/100-Hurdles,verified_available
Isabelle Nebel,Clemson,ACC,400H,2026,JR-3,,,1:01.49,s,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Sophia Curtis,Clemson,ACC,400H,2026,FR-1,,,58.84,s,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Brynn Buelow,Clemson,ACC,400m,2026,FR-1,,,54.74,s,ACC Outdoor Championships,2026-05-14,Prelim,13.0,,Outdoor,https://nh.tfrrs.org/results/95975/5999287/2026_ACC_Outdoor_Track__Field_Championships/Womens-400-Meters?printable=1,verified_available
Brynn Buelow,Clemson,ACC,400m,2026,FR-1,,,54.74,s,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,53.12,s,ACC Outdoor Championships,2026-05-14,Prelim,3.0,,Outdoor,https://nh.tfrrs.org/results/95975/5999287/2026_ACC_Outdoor_Track__Field_Championships/Womens-400-Meters?printable=1,verified_available
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,53.12,s,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shanque Williams,Clemson,ACC,400m,2026,SO-2,,,53.24,s,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shantae Foreman,Clemson,ACC,Long Jump,2026,SR-4,,,6.38,m,ACC Outdoor Championships,2026-05-14,,,1.1,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Shantae Foreman,Clemson,ACC,Long Jump,2026,SR-4,,,6.59,m,ACC Outdoor Championships,2026-05-14,,,2.1,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Tia Stapleton,Clemson,ACC,Long Jump,2026,JR-3,,,5.93,m,ACC Outdoor Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/all_performances/SC_college_f_Clemson.html?list_hnd=5771&season_hnd=730,verified_all_performances_source
Oneka Wilson,Clemson,ACC,100H,2026,SR-4,,,13.07,s,ACC Outdoor Championships,2026-05-16,Final,2.0,,Outdoor,https://theacc.com/news/2026/5/17/clemson-women-virginia-men-win-2026-acc-outdoor-track-field-championships.aspx,verified_available
Briana Campbell,Clemson,ACC,100H,2026,SO-2,,,13.1,s,NCAA Division I East First Rounds,2026-05-27,Round,,1.0,Outdoor,https://www.tfrrs.org/printable_lists/5651,verified_available
Oneka Wilson,Clemson,ACC,100H,2026,SR-4,,,12.79,s,NCAA Division I East First Rounds,2026-05-27,Round,1.0,3.0,Outdoor,https://www.tfrrs.org/printable_lists/5651,verified_available
