athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Samantha Thomas,Stanford,ACC,400H,2023,JR-3,,,1:01.67,s,Stanford Invitational,2023-04-01,Final,6.0,,Outdoor,https://tf.tfrrs.org/results/77089/4767520/Stanford_Invitational/Womens-400-Hurdles,multi_source_verified_available
Maya Valmon,Stanford,ACC,400m,2023,SO-2,,,52.72,s,63rd Annual Mt. SAC Relays,2023-04-12,Final,5.0,,Outdoor,https://www.tfrrs.org/athletes/7980314/Stanford/Maya_Valmon,multi_source_verified_available
Samantha Thomas,Stanford,ACC,400H,2023,JR-3,,,58.82,s,Payton Jordan Invitational,2023-04-21,Final,1.0,,Outdoor,https://gostanford.com/news/2023/04/21/payton-jordan-day-one,multi_source_verified_available
Maya Valmon,Stanford,ACC,400m,2023,SO-2,,,52.07,s,128th Big Meet,2023-04-29,Final,1.0,,Outdoor,https://www.tfrrs.org/athletes/7980314/Stanford/Maya_Valmon,multi_source_verified_available
Cydney Wright,Stanford,ACC,400m,2023,FR-1,,,54.04,s,Pac-12 Track & Field Championships,2023-05-12,Prelim,10.0,,Outdoor,https://gostanford.com/news/2023/05/14/jones-wins-pac-12-title-1,multi_source_verified_available
Maya Valmon,Stanford,ACC,400m,2023,SO-2,,,52.97,s,Pac-12 Track & Field Championships,2023-05-12,Prelim,6.0,,Outdoor,https://www.tfrrs.org/athletes/7980314/Stanford/Maya_Valmon,multi_source_verified_available
Alaysia Oakes,Stanford,ACC,Long Jump,2023,SO-2,,,5.78,m,Pac-12 Track & Field Championships,2023-05-13,Final,18.0,wind-aided,Outdoor,https://gostanford.com/news/2023/05/14/jones-wins-pac-12-title-1,multi_source_verified_available
Alyssa Jones,Stanford,ACC,Long Jump,2023,FR-1,,,6.79,m,Pac-12 Track & Field Championships,2023-05-13,Final,1.0,wind-aided,Outdoor,https://gostanford.com/news/2023/05/14/jones-wins-pac-12-title-1,multi_source_verified_available
Teagan Zwaanstra,Stanford,ACC,Long Jump,2023,FR-1,,,5.86,m,Pac-12 Track & Field Championships,2023-05-13,Final,14.0,wind-aided,Outdoor,https://gostanford.com/news/2023/05/14/jones-wins-pac-12-title-1,multi_source_verified_available
Tess Stapleton,Stanford,ACC,Long Jump,2023,FR-1,,,5.90,m,Pac-12 Track & Field Championships,2023-05-13,Final,12.0,wind-aided,Outdoor,https://gostanford.com/news/2023/05/14/jones-wins-pac-12-title-1,multi_source_verified_available
Samantha Thomas,Stanford,ACC,400H,2023,JR-3,,,58.22,s,Pac-12 Track & Field Championships,2023-05-14,Final,4.0,,Outdoor,https://tfrrs.org/results/79702/4929160/Pac-12_Track__Field_Championships/400-Hurdles,multi_source_verified_available
Maya Valmon,Stanford,ACC,400m,2023,SO-2,,,51.71,s,Pac-12 Track & Field Championships,2023-05-14,Final,4.0,,Outdoor,https://gostanford.com/news/2023/05/14/three-cardinal-crowned,multi_source_verified_available
Maya Valmon,Stanford,ACC,400m,2023,SO-2,,,51.99,s,NCAA West Preliminary Round,2023-05-27,Quarterfinal,15.0,,Outdoor,https://gostanford.com/news/2023/05/27/relays-through-to-nationals/,multi_source_verified_available
Alyssa Jones,Stanford,ACC,Long Jump,2023,FR-1,,,6.86,m,NCAA Division I Outdoor Track & Field Championships,2023-06-08,Final,2.0,,Outdoor,https://gostanford.com/news/2023/06/9/jones-breaks-record-in-long-jump-battle/,multi_source_verified_available
Abby Geiser,Duke,ACC,400H,2023,SO-2,,,1:00.27,s,Raleigh Relays,2023-03-23,Final,9.0,,Outdoor,https://flashresults.com/2023_Meets/Outdoor/03-23_RaleighRelays/010-1_compiled.htm,verified_available_partial
Haley Rizek,Duke,ACC,400H,2023,SR-4,,,1:00.17,s,Raleigh Relays,2023-03-23,Final,8.0,,Outdoor,https://flashresults.com/2023_Meets/Outdoor/03-23_RaleighRelays/010-1_compiled.htm,verified_available_partial
Meredith Sims,Duke,ACC,400H,2023,SO-2,,,1:02.20,s,Raleigh Relays,2023-03-23,Final,15.0,,Outdoor,https://flashresults.com/2023_Meets/Outdoor/03-23_RaleighRelays/010-1_compiled.htm,verified_available_partial
Anoush Krafian,Duke,ACC,100H,2023,SR-4,,,15.19,s,Duke Invitational,2023-04-06,Heptathlon,1.0,1.6,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198078?eventId=10229522,verified_available_partial
Arianna Gragg,Duke,ACC,400H,2023,SR-4,,,58.96,s,Penn Relays,2023-04-27,Final,8.0,,Outdoor,https://pennrelaysonline.com/History/results.aspx?cy=2023&en=201,verified_available_partial
Anoush Krafian,Duke,ACC,100H,2023,SR-4,,,14.58,s,Charlotte Invitational,2023-04-28,Final,10.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Emily Sloan,Duke,ACC,100H,2023,SR-4,,,13.65,s,Charlotte Invitational,2023-04-28,Final,3.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Sara Absten,Duke,ACC,100H,2023,FR-1,,,14.32,s,Charlotte Invitational,2023-04-28,Final,7.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Carly King,Duke,ACC,400m,2023,JR-3,,,54.06,s,Charlotte Invitational,2023-04-28,Final,2.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Jenna Crean,Duke,ACC,400m,2023,JR-3,,,55.28,s,Charlotte Invitational,2023-04-28,Final,3.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Anoush Krafian,Duke,ACC,Long Jump,2023,SR-4,,,5.40,m,Charlotte Invitational,2023-04-28,Final,7.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Gianna Locci,Duke,ACC,Long Jump,2023,FR-1,,,5.55,m,Charlotte Invitational,2023-04-28,Final,5.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Sara Absten,Duke,ACC,Long Jump,2023,FR-1,,,5.59,m,Charlotte Invitational,2023-04-28,Final,4.0,,Outdoor,https://nc.milesplit.com/meets/540729-charlotte-invitational-2023/teams/1254,verified_available_partial
Julia Jackson,Duke,ACC,400m,2023,FR-1,,,52.80,s,ACC Outdoor Track & Field Championships,2023-05-13,Final,5.0,,Outdoor,https://tfrrs.org/results/81191/4928822/ACC_Outdoor_Track__Field_Championships/Womens-400-Meters,verified_available_partial
Lauren Tolbert,Duke,ACC,400m,2023,FR-1,,,52.98,s,ACC Outdoor Track & Field Championships,2023-05-13,Final,6.0,,Outdoor,https://tfrrs.org/results/81191/4928822/ACC_Outdoor_Track__Field_Championships/Womens-400-Meters,verified_available_partial
Megan McGinnis,Duke,ACC,400m,2023,SO-2,,,51.43,s,ACC Outdoor Track & Field Championships,2023-05-13,Final,1.0,,Outdoor,https://tfrrs.org/results/81191/4928822/ACC_Outdoor_Track__Field_Championships/Womens-400-Meters,verified_available_partial
Emily Alexandru,Virginia,ACC,400H,2023,SO-2,,,57.79,s,Virginia Challenge,2023-04-20,Final,1.0,,Outdoor,https://tfrrs.org/results/80367/4855102/Virginia_Challenge/Womens-400-Hurdles,multi_source_verified_available
Emily Alexandru,Virginia,ACC,400H,2023,SO-2,,,59.3,s,NCAA East Preliminary Round,2023-05-25,First Round,32.0,,Outdoor,https://flashresults.ncaa.com/Outdoor/2023/FirstRounds/East/030-1_compiled.htm,multi_source_verified_available
Jada Seaman,Virginia,ACC,Long Jump,2023,SR-4,,,6.26,m,2023 Outdoor Season,2023,,,,Outdoor,https://virginiasports.com/news/2023/05/23/cavaliers-set-for-ncaa-east-preliminaries,multi_source_verified_available
Alix Still,Virginia,ACC,Long Jump,2023,SR-4,,,6.17,m,2023 Outdoor Season,2023,,,,Outdoor,https://virginiasports.com/news/2023/05/23/cavaliers-set-for-ncaa-east-preliminaries,multi_source_verified_available
Jada Pierre,Virginia,ACC,100H,2023,FR-1,,,13.84,s,Virginia Quadrangular,2023-04-01,Final,3.0,4.4,Outdoor,https://www.tfrrs.org/results/79185/4766990/Virginia_Quadrangular/100-Hurdles,multi_source_verified_available
Tyra Wilson,Florida State,ACC,100H,2023,SO-2,,,13.16,s,FSU Relays,2023-03-23,Final,,1.9,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Alexandra Webster,Florida State,ACC,400H,2023,JR-3,,,56.96,s,FSU Relays,2023-03-23,Final,1.0,,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198182?eventId=10229523,multi_source_verified_available
Ava Klein,Florida State,ACC,400H,2023,JR-3,,,58.61,s,FSU Relays,2023-03-23,Final,5.0,,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198182?eventId=10229523,multi_source_verified_available
Makiya Spencer,Florida State,ACC,400H,2023,SR-4,,,1:02.06,s,FSU Relays,2023-03-23,Final,1.0,,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198182?eventId=10229523,multi_source_verified_available
Tyra Wilson,Florida State,ACC,400H,2023,SO-2,,,57.91,s,FSU Relays,2023-03-23,Final,2.0,,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198182?eventId=10229523,multi_source_verified_available
Michelle Petit-Pointe,Florida State,ACC,400m,2023,SO-2,,,57.31,s,FSU Relays,2023-03-23,Final,3.0,,Outdoor,https://worldathletics.org/competition/calendar-results/results/7198182?eventId=10229511,multi_source_verified_available
Makiya Spencer,Florida State,ACC,400H,2023,SR-4,,,1:02.60,s,Pepsi Florida Relays,2023-03-31,Final,22.0,,Outdoor,https://seminoles.com/sports/womens-track-and-field/roster/makiya-spencer/173,multi_source_verified_available
Tyra Wilson,Florida State,ACC,400H,2023,SO-2,,,57.47,s,Pepsi Florida Relays,2023-03-31,Final,,,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Ava Klein,Florida State,ACC,400m,2023,JR-3,,,56.58,s,UF Tom Jones Memorial,2023-04-14,Final,,,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Makiya Spencer,Florida State,ACC,400H,2023,SR-4,,,1:02.61,s,LSU Alumni Gold,2023-04-22,Final,14.0,,Outdoor,https://seminoles.com/sports/womens-track-and-field/roster/makiya-spencer/173,multi_source_verified_available
Faith Banks,Florida State,ACC,400m,2023,SR-4,,,53.24,s,LSU Alumni Gold,2023-04-22,Final,,,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Catherine Fleming,Florida State,ACC,100H,2023,FR-1,,,16.19,s,UNF East Coast Relays,2023-04-28,Final,,1.7,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Makiya Spencer,Florida State,ACC,400H,2023,SR-4,,,1:02.94,s,UNF East Coast Relays,2023-04-28,Final,14.0,,Outdoor,https://seminoles.com/sports/womens-track-and-field/roster/makiya-spencer/173,multi_source_verified_available
Michelle Petit-Pointe,Florida State,ACC,400m,2023,SO-2,,,56.33,s,UNF East Coast Relays,2023-04-28,Final,,,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Tyra Wilson,Florida State,ACC,400m,2023,SO-2,,,54.92,s,UNF East Coast Relays,2023-04-28,Final,,,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Ella Madson,Florida State,ACC,100H,2023,SO-2,,,14.68,s,ACC Outdoor Track & Field Championships,2023-05-11,Heptathlon,,0.7,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Makiya Spencer,Florida State,ACC,400H,2023,SR-4,,,1:01.34,s,ACC Outdoor Track & Field Championships,2023-05-11,Prelim,18.0,,Outdoor,https://seminoles.com/sports/womens-track-and-field/roster/makiya-spencer/173,multi_source_verified_available
Ella Madson,Florida State,ACC,Long Jump,2023,SO-2,,,5.26,m,ACC Outdoor Track & Field Championships,2023-05-11,Heptathlon,,-2.4,Outdoor,https://www.tfrrs.org/top_performances/FL_college_f_Florida_State.html?list_hnd=4153&season_hnd=608,multi_source_verified_available
Alexandra Webster,Florida State,ACC,100H,2023,JR-3,,,13.00,s,NCAA East Preliminary Round,2023-05-25,Prelim,,1.8,Outdoor,https://seminoles.com/news/2023/5/27/four-more-noles-punch-tickets-on-ncaa-on-saturday,multi_source_verified_available
Faith Banks,Florida State,ACC,400m,2023,SR-4,,,54.64,s,NCAA East Preliminary Round,2023-05-27,Quarterfinal,21.0,,Outdoor,https://seminoles.com/news/2023/5/27/four-more-noles-punch-tickets-on-ncaa-on-saturday,multi_source_verified_available
Antoinette Van der Merwe,Clemson,ACC,100H,2023,JR-3,,,13.49,s,Yellow Jacket Invitational,2023-03-17,Final,,0.0,Outdoor,https://m.tfrrs.org/athletes/7738675/Clemson/Antoinette_Van_der_Merwe,multi_source_verified
Ken'Naria Gadson,Clemson,ACC,400H,2023,JR-3,,,1:00.73,s,Yellow Jacket Invitational,2023-03-17,Final,,,Outdoor,https://mobile.tfrrs.org/athletes/7726989/Clemson/Ken%27naria_Gadson,multi_source_verified
Kori Carter,Clemson,ACC,400H,2023,SR-4,,,1:03.59,s,Yellow Jacket Invitational,2023-03-17,Final,,,Outdoor,https://tf.tfrrs.org/athletes/7490020/Clemson/Kori_Carter,multi_source_verified
