athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Jander, Tracy",Duke,ACC,100H,2017,FR-1,,,16.03,s,Raleigh Relays,2017-03-24,,,0.2,Outdoor,https://www.tfrrs.org/results/50119/3052295/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2017,SO-2,,,14.87,s,Raleigh Relays,2017-03-24,,,0.2,Outdoor,https://www.tfrrs.org/results/50119/3052295/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Hill, Jasmine",Duke,ACC,400m,2017,JR-3,,,59.54,s,Raleigh Relays,2017-03-24,,,,Outdoor,https://www.tfrrs.org/results/50119/3052294/Raleigh_Relays/400-Meters,TFRRS all_performances
"Jander, Tracy",Duke,ACC,100H,2017,FR-1,,,15.61,s,Battle of the Blues,2017-04-01,,,0.5,Outdoor,https://www.tfrrs.org/results/50487/3075699/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2017,SO-2,,,14.67,s,Battle of the Blues,2017-04-01,,,0.5,Outdoor,https://www.tfrrs.org/results/50487/3075699/Battle_of_the_Blues/100-Hurdles,TFRRS all_performances
"Jander, Tracy",Duke,ACC,400H,2017,FR-1,,,1:08.80,s,Battle of the Blues,2017-04-01,,,,Outdoor,https://www.tfrrs.org/results/50487/3075687/Battle_of_the_Blues/400-Hurdles,TFRRS all_performances
"Hill, Jasmine",Duke,ACC,400m,2017,JR-3,,,58.77,s,Battle of the Blues,2017-04-01,,,,Outdoor,https://www.tfrrs.org/results/50487/3075697/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2017,SO-2,,,56.54,s,Battle of the Blues,2017-04-01,,,,Outdoor,https://www.tfrrs.org/results/50487/3075697/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2017,SR-4,,,52.91,s,Battle of the Blues,2017-04-01,,,,Outdoor,https://www.tfrrs.org/results/50487/3075697/Battle_of_the_Blues/400-Meters,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2017,SO-2,,,5.79,m,Battle of the Blues,2017-04-01,,,0.1,Outdoor,https://www.tfrrs.org/results/50487/3075701/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2017,FR-1,,,6.41,m,Battle of the Blues,2017-04-01,,,-0.1,Outdoor,https://www.tfrrs.org/results/50487/3075701/Battle_of_the_Blues/Long-Jump,TFRRS all_performances
"Hill, Jasmine",Duke,ACC,400m,2017,JR-3,,,59.59,s,Tennessee Relays,2017-04-06,,,,Outdoor,https://www.tfrrs.org/results/49376/3096496/Tennessee_Relays/400-Meters,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2017,SO-2,,,14.93,s,Mt. SAC Relays/CA Invitational Multi Events,2017-04-12,,,-1.4,Outdoor,https://www.tfrrs.org/results/48974/3124428/Mt_SAC_Relays_CA_Invitational_Multi_Events/100-Hurdles,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2017,SR-4,,,53.46,s,Pacific Beach Intercollegiate,2017-04-13,,,,Outdoor,https://www.tfrrs.org/results/51138/3123994/Pacific_Beach_Intercollegiate/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2017,SO-2,,,54.14,s,Beach Invitational,2017-04-14,,,,Outdoor,https://www.tfrrs.org/results/51137/3123791/Beach_Invitational/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2017,JR-3,,,54.54,s,Beach Invitational,2017-04-14,,,,Outdoor,https://www.tfrrs.org/results/51137/3123791/Beach_Invitational/400-Meters,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2017,FR-1,,,6.13,m,Beach Invitational,2017-04-14,,,+0.0,Outdoor,https://www.tfrrs.org/results/51137/3123780/Beach_Invitational/Long-Jump,TFRRS all_performances
"Hill, Jasmine",Duke,ACC,400m,2017,JR-3,,,59.03,s,Duke Invitational,2017-04-21,,,,Outdoor,https://www.tfrrs.org/results/51359/3143094/Duke_Invitational/400-Meters,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2017,SO-2,,,54.07,s,Duke Invitational,2017-04-21,,,,Outdoor,https://www.tfrrs.org/results/51359/3143094/Duke_Invitational/400-Meters,TFRRS all_performances
"Kopp, Madeline",Duke,ACC,400m,2017,SR-4,,,53.10,s,Duke Invitational,2017-04-21,,,,Outdoor,https://www.tfrrs.org/results/51359/3143094/Duke_Invitational/400-Meters,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2017,FR-1,,,6.04,m,Penn Relays,2017-04-27,,,+0.0,Outdoor,https://www.tfrrs.org/results/51632/3170396/Penn_Relays/Long-Jump,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2017,SO-2,,,14.74,s,Virginia Grand Prix,2017-04-29,,,0.7,Outdoor,https://www.tfrrs.org/results/51624/3162899/Virginia_Grand_Prix/100-Hurdles,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2017,SO-2,,,5.63,m,Virginia Grand Prix,2017-04-29,,,1.6,Outdoor,https://www.tfrrs.org/results/51624/3162901/Virginia_Grand_Prix/Long-Jump,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,100H,2017,SO-2,,,14.42,s,ACC Outdoor Track & Field Championships,2017-05-12,,,1.0,Outdoor,https://www.tfrrs.org/results/51674/3191841/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2017,SO-2,,,54.59,s,ACC Outdoor Track & Field Championships,2017-05-12,,,,Outdoor,https://www.tfrrs.org/results/51674/3191835/ACC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Price, Madeline",Duke,ACC,400m,2017,JR-3,,,54.93,s,ACC Outdoor Track & Field Championships,2017-05-12,,,,Outdoor,https://www.tfrrs.org/results/51674/3191835/ACC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Lemmons, Jaida",Duke,ACC,Long Jump,2017,SO-2,,,5.83,m,ACC Outdoor Track & Field Championships,2017-05-12,,,0.7,Outdoor,https://www.tfrrs.org/results/51674/3191845/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2017,FR-1,,,6.16,m,ACC Outdoor Track & Field Championships,2017-05-12,,,0.5,Outdoor,https://www.tfrrs.org/results/51674/3191847/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Kerr, MacKenzie",Duke,ACC,400m,2017,SO-2,,,54.60,s,NCAA Division I East Preliminary Round,2017-05-25,,,,Outdoor,https://www.tfrrs.org/results/51920/3197608/NCAA_Division_I_East_Preliminary_Round/400-Meters,TFRRS all_performances
"Murphy, Sydnei",Duke,ACC,Long Jump,2017,FR-1,,,6.14,m,NCAA Division I East Preliminary Round,2017-05-25,,,1.2,Outdoor,https://www.tfrrs.org/results/51920/3197604/NCAA_Division_I_East_Preliminary_Round/Long-Jump,TFRRS all_performances
