athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,5.46,m,Sacramento State Hornet Invitational,2017-03-17,,,0.2,Outdoor,https://www.tfrrs.org/results/48334/3037313/Sacramento_State_Hornet_Invitational/Long-Jump,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,100H,2017,SO-2,,,15.06,s,Stanford Invitational,2017-03-31,,,-1.4,Outdoor,https://www.tfrrs.org/results/50496/3077226/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Lewis, Amber",Stanford,ACC,100H,2017,JR-3,,,15.08,s,Stanford Invitational,2017-03-31,,,-1.4,Outdoor,https://www.tfrrs.org/results/50496/3077226/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,400H,2017,SO-2,,,1:03.03,s,Stanford Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50496/3077209/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Lewis, Amber",Stanford,ACC,400H,2017,JR-3,,,1:03.04,s,Stanford Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50496/3077209/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Baker, Olivia",Stanford,ACC,400m,2017,JR-3,,,53.28,s,Stanford Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50496/3077244/Stanford_Invitational/400-Meters,TFRRS all_performances
"Mongiovi, Missy",Stanford,ACC,400m,2017,SO-2,,,54.98,s,Stanford Invitational,2017-03-31,,,,Outdoor,https://www.tfrrs.org/results/50496/3077244/Stanford_Invitational/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,6.07,m,Stanford Invitational,2017-03-31,,,-0.2,Outdoor,https://www.tfrrs.org/results/50496/3077238/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Kwiatkowski, Marisa",Stanford,ACC,Long Jump,2017,JR-3,,,5.67,m,Stanford Invitational,2017-03-31,,,0.5,Outdoor,https://www.tfrrs.org/results/50496/3077276/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,100H,2017,SO-2,,,14.62,s,The Big Meet,2017-04-08,,,0.6,Outdoor,https://www.tfrrs.org/results/50537/3100516/The_Big_Meet/100-Hurdles,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,400H,2017,SO-2,,,1:01.19,s,The Big Meet,2017-04-08,,,,Outdoor,https://www.tfrrs.org/results/50537/3100511/The_Big_Meet/400-Hurdles,TFRRS all_performances
"Baker, Olivia",Stanford,ACC,400m,2017,JR-3,,,54.50,s,The Big Meet,2017-04-08,,,,Outdoor,https://www.tfrrs.org/results/50537/3100505/The_Big_Meet/400-Meters,TFRRS all_performances
"Mongiovi, Missy",Stanford,ACC,400m,2017,SO-2,,,54.78,s,The Big Meet,2017-04-08,,,,Outdoor,https://www.tfrrs.org/results/50537/3100505/The_Big_Meet/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,5.41,m,The Big Meet,2017-04-08,,,0.8,Outdoor,https://www.tfrrs.org/results/50537/3100530/The_Big_Meet/Long-Jump,TFRRS all_performances
"Kwiatkowski, Marisa",Stanford,ACC,Long Jump,2017,JR-3,,,4.42,m,The Big Meet,2017-04-08,,,1.8,Outdoor,https://www.tfrrs.org/results/50537/3100530/The_Big_Meet/Long-Jump,TFRRS all_performances
"Mongiovi, Missy",Stanford,ACC,400m,2017,SO-2,,,53.96,s,Stanford Cardinal Classic,2017-04-21,,,,Outdoor,https://www.tfrrs.org/results/51367/3143838/Stanford_Cardinal_Classic/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,5.87,m,Stanford Cardinal Classic,2017-04-21,,,1.5,Outdoor,https://www.tfrrs.org/results/51367/3143859/Stanford_Cardinal_Classic/Long-Jump,TFRRS all_performances
"Kwiatkowski, Marisa",Stanford,ACC,Long Jump,2017,JR-3,,,5.75,m,Stanford Cardinal Classic,2017-04-21,,,1.9,Outdoor,https://www.tfrrs.org/results/51367/3143859/Stanford_Cardinal_Classic/Long-Jump,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,400H,2017,SO-2,,,1:02.03,s,Longhorn Invitational,2017-04-28,,,,Outdoor,https://www.tfrrs.org/results/48676/3161472/Longhorn_Invitational/400-Hurdles,TFRRS all_performances
"Crunkleton-Wilson, Michaela",Stanford,ACC,400m,2017,JR-3,,,56.18,s,Longhorn Invitational,2017-04-28,,,,Outdoor,https://www.tfrrs.org/results/48676/3161505/Longhorn_Invitational/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,6.03,m,Longhorn Invitational,2017-04-28,,,1.4,Outdoor,https://www.tfrrs.org/results/48676/3161486/Longhorn_Invitational/Long-Jump,TFRRS all_performances
"Kwiatkowski, Marisa",Stanford,ACC,Long Jump,2017,JR-3,,,5.57,m,Longhorn Invitational,2017-04-28,,,1.9,Outdoor,https://www.tfrrs.org/results/48676/3161486/Longhorn_Invitational/Long-Jump,TFRRS all_performances
"Labrie-Smith, Hannah",Stanford,ACC,400H,2017,SO-2,,,1:03.46,s,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191873/Pac-12_Championships/400-Hurdles,TFRRS all_performances
"Baker, Olivia",Stanford,ACC,400m,2017,JR-3,,,53.71,s,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
"Baker, Olivia",Stanford,ACC,400m,2017,JR-3,,,54.58,s,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
"Mongiovi, Missy",Stanford,ACC,400m,2017,SO-2,,,55.48,s,Pac-12 Championships,2017-05-13,,,,Outdoor,https://www.tfrrs.org/results/51891/3191894/Pac-12_Championships/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,5.54,m,Pac-12 Championships,2017-05-13,,,1.8,Outdoor,https://www.tfrrs.org/results/51891/3191906/Pac-12_Championships/Long-Jump,TFRRS all_performances
"Mongiovi, Missy",Stanford,ACC,400m,2017,SO-2,,,56.02,s,NCAA Division I West Preliminary Round,2017-05-25,,,,Outdoor,https://www.tfrrs.org/results/51921/3197647/NCAA_Division_I_West_Preliminary_Round/400-Meters,TFRRS all_performances
"Gayles, Daryth",Stanford,ACC,Long Jump,2017,JR-3,,,5.74,m,NCAA Division I West Preliminary Round,2017-05-27,Final,40,,Outdoor,https://gostanford.com/sports/track-field/roster/season/2017-18/player/daryth-gayles,legacy_source_needs_review
