athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Imoh, Elizabeth",Virginia,ACC,100H,2025,SO-2,,,14.31,s,Virginia Opener,2025-03-22,,,1.6,Outdoor,https://www.tfrrs.org/results/89679/5463226/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.57,s,Virginia Opener,2025-03-22,,,2.9,Outdoor,https://www.tfrrs.org/results/89679/5463226/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,1:00.27,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463215/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:01.33,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463215/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2025,SO-2,,,1:02.88,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463215/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2025,SO-2,,,58.25,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463224/Virginia_Opener/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2025,SO-2,,,55.34,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463224/Virginia_Opener/400-Meters,TFRRS all_performances
"Swift, Kaela",Virginia,ACC,400m,2025,FR-1,,,57.15,s,Virginia Opener,2025-03-22,,,,Outdoor,https://www.tfrrs.org/results/89679/5463224/Virginia_Opener/400-Meters,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2025,SR-4,,,5.31,m,Virginia Opener,2025-03-22,,,2.1,Outdoor,https://www.tfrrs.org/results/89679/5463228/Virginia_Opener/Long-Jump,TFRRS all_performances
"Yeboah-Kodie, Lauren",Virginia,ACC,Long Jump,2025,SR-4,,,5.84,m,Virginia Opener,2025-03-22,,,2.2,Outdoor,https://www.tfrrs.org/results/89679/5463228/Virginia_Opener/Long-Jump,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,14.08,s,Raleigh Relays,2025-03-27,,,-0.5,Outdoor,https://www.tfrrs.org/results/88921/5479551/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:03.66,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2025,SO-2,,,54.80,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5479544/Raleigh_Relays/400-Meters,TFRRS all_performances
"Swift, Kaela",Virginia,ACC,400m,2025,FR-1,,,58.94,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5479544/Raleigh_Relays/400-Meters,TFRRS all_performances
"Yeboah-Kodie, Lauren",Virginia,ACC,Long Jump,2025,SR-4,,,5.84,m,Raleigh Relays,2025-03-27,,,-0.1,Outdoor,https://www.tfrrs.org/results/88921/5481365/Raleigh_Relays/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2025,JR-3,,,14.52,s,2025 Colonial Relays,2025-04-03,,,0.1,Outdoor,https://www.tfrrs.org/results/89414/5509539/2025_Colonial_Relays/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2025,SO-2,,,14.69,s,2025 Colonial Relays,2025-04-03,,,0.1,Outdoor,https://www.tfrrs.org/results/89414/5509539/2025_Colonial_Relays/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.73,s,2025 Colonial Relays,2025-04-03,,,0.1,Outdoor,https://www.tfrrs.org/results/89414/5509539/2025_Colonial_Relays/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2025,JR-3,,,1:06.78,s,2025 Colonial Relays,2025-04-03,,,,Outdoor,https://www.tfrrs.org/results/89414/5509538/2025_Colonial_Relays/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2025,SO-2,,,58.36,s,2025 Colonial Relays,2025-04-03,,,,Outdoor,https://www.tfrrs.org/results/89414/5509540/2025_Colonial_Relays/400-Meters,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2025,SR-4,,,5.66,m,2025 Colonial Relays,2025-04-03,,,1.8,Outdoor,https://www.tfrrs.org/results/89414/5509536/2025_Colonial_Relays/Long-Jump,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.45,s,Duke Invitational,2025-04-10,,,1.0,Outdoor,https://www.tfrrs.org/results/87447/5540761/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.83,s,Duke Invitational,2025-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/87447/5540761/Duke_Invitational/100-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:02.65,s,Duke Invitational,2025-04-10,,,,Outdoor,https://www.tfrrs.org/results/87447/5540723/Duke_Invitational/400-Hurdles,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2025,SO-2,,,54.69,s,Duke Invitational,2025-04-10,,,,Outdoor,https://www.tfrrs.org/results/87447/5540759/Duke_Invitational/400-Meters,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2025,JR-3,,,13.84,s,Virginia Challenge,2025-04-18,,,4.0,Outdoor,https://www.tfrrs.org/results/89685/5571469/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2025,SO-2,,,14.08,s,Virginia Challenge,2025-04-18,,,4.0,Outdoor,https://www.tfrrs.org/results/89685/5571469/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.29,s,Virginia Challenge,2025-04-18,,,2.8,Outdoor,https://www.tfrrs.org/results/89685/5571469/Virginia_Challenge/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,1:00.10,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5568953/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:02.82,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5568958/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2025,SO-2,,,1:01.35,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5568958/Virginia_Challenge/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2025,SO-2,,,57.20,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5571467/Virginia_Challenge/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2025,SO-2,,,55.08,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5571467/Virginia_Challenge/400-Meters,TFRRS all_performances
"Swift, Kaela",Virginia,ACC,400m,2025,FR-1,,,57.19,s,Virginia Challenge,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89685/5571467/Virginia_Challenge/400-Meters,TFRRS all_performances
"Lee, Mahkaia",Virginia,ACC,Long Jump,2025,SR-4,,,5.47,m,Virginia Challenge,2025-04-18,,,2.7,Outdoor,https://www.tfrrs.org/results/89685/5568972/Virginia_Challenge/Long-Jump,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,14.29,s,Penn Relays,2025-04-24,,,1.5,Outdoor,https://www.tfrrs.org/results/92108/5610642/Penn_Relays/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,58.36,s,Penn Relays,2025-04-24,,,,Outdoor,https://www.tfrrs.org/results/92108/5610628/Penn_Relays/400-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2025,JR-3,,,13.87,s,Virginia High Performance,2025-04-27,,,0.2,Outdoor,https://www.tfrrs.org/results/89686/5602987/Virginia_High_Performance/100-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,100H,2025,SO-2,,,14.26,s,Virginia High Performance,2025-04-27,,,0.2,Outdoor,https://www.tfrrs.org/results/89686/5602987/Virginia_High_Performance/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,58.93,s,Virginia High Performance,2025-04-27,,,,Outdoor,https://www.tfrrs.org/results/89686/5602975/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:01.88,s,Virginia High Performance,2025-04-27,,,,Outdoor,https://www.tfrrs.org/results/89686/5602975/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2025,SO-2,,,1:00.48,s,Virginia High Performance,2025-04-27,,,,Outdoor,https://www.tfrrs.org/results/89686/5602975/Virginia_High_Performance/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2025,SO-2,,,58.35,s,Virginia High Performance,2025-04-27,,,,Outdoor,https://www.tfrrs.org/results/89686/5602985/Virginia_High_Performance/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2025,SO-2,,,54.19,s,Virginia High Performance,2025-04-27,,,,Outdoor,https://www.tfrrs.org/results/89686/5602985/Virginia_High_Performance/400-Meters,TFRRS all_performances
"Hulland, Lily",Virginia,ACC,Long Jump,2025,SR-4,,,5.35,m,Duke Twilight,2025-05-04,,,1.9,Outdoor,https://www.tfrrs.org/results/87449/5626889/Duke_Twilight/Long-Jump,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,100H,2025,JR-3,,,13.66,s,ACC Outdoor Track & Field Championships,2025-05-15,,,0.4,Outdoor,https://www.tfrrs.org/results/91057/5659284/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.33,s,ACC Outdoor Track & Field Championships,2025-05-15,,,0.4,Outdoor,https://www.tfrrs.org/results/91057/5659284/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.42,s,ACC Outdoor Track & Field Championships,2025-05-15,,,-0.5,Outdoor,https://www.tfrrs.org/results/91057/5659284/ACC_Outdoor_Track__Field_Championships/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,58.13,s,ACC Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/91057/5657842/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,58.36,s,ACC Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/91057/5657842/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2025,SO-2,,,1:00.63,s,ACC Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/91057/5657842/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Imoh, Elizabeth",Virginia,ACC,400H,2025,SO-2,,,1:00.54,s,ACC Outdoor Track & Field Championships,2025-05-15,,,,Outdoor,https://www.tfrrs.org/results/91057/5657842/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Yeboah-Kodie, Lauren",Virginia,ACC,Long Jump,2025,SR-4,,,5.68,m,ACC Outdoor Track & Field Championships,2025-05-15,,,-0.5,Outdoor,https://www.tfrrs.org/results/91057/5659293/ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2025,FR-1,,,13.45,s,NCAA Division I East First Round,2025-05-28,,,1.5,Outdoor,https://www.tfrrs.org/results/92620/5669364/NCAA_Division_I_East_First_Round/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2025,SR-4,,,58.55,s,NCAA Division I East First Round,2025-05-28,,,,Outdoor,https://www.tfrrs.org/results/92620/5669389/NCAA_Division_I_East_First_Round/400-Hurdles,TFRRS all_performances
