athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Seaman, Jada",Virginia,ACC,Long Jump,2023,JR-3,,,6.26,m,2023 Outdoor Season,2023,,,,Outdoor,https://virginiasports.com/news/2023/05/23/cavaliers-set-for-ncaa-east-preliminaries,legacy_source_needs_review
"Still, Alix",Virginia,ACC,Long Jump,2023,JR-3,,,6.17,m,2023 Outdoor Season,2023,,,,Outdoor,https://virginiasports.com/news/2023/05/23/cavaliers-set-for-ncaa-east-preliminaries,legacy_source_needs_review
"Pierre, Jada",Virginia,ACC,100H,2023,FR-1,,,14.33,s,Raleigh Relays,2023-03-23,,,-0.9,Outdoor,https://www.tfrrs.org/results/78810/4756255/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400H,2023,FR-1,,,1:03.43,s,Raleigh Relays,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/78810/4756270/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2023,SO-2,,,58.91,s,Raleigh Relays,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/78810/4756270/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Akpan, Sophia",Virginia,ACC,400m,2023,FR-1,,,59.92,s,Raleigh Relays,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/78810/4756273/Raleigh_Relays/400-Meters,TFRRS all_performances
"Comella, Abby",Virginia,ACC,400m,2023,JR-3,,,58.30,s,Raleigh Relays,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/78810/4756273/Raleigh_Relays/400-Meters,TFRRS all_performances
"Sabbakhan, Alahna",Virginia,ACC,400m,2023,JR-3,,,56.83,s,Raleigh Relays,2023-03-23,,,,Outdoor,https://www.tfrrs.org/results/78810/4756273/Raleigh_Relays/400-Meters,TFRRS all_performances
"Still, Alix",Virginia,ACC,100H,2023,JR-3,,,13.75,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,0.8,Outdoor,https://www.tfrrs.org/results/77369/4784799/2023_95th_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Still, Alix",Virginia,ACC,Long Jump,2023,JR-3,,,5.75,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.2,Outdoor,https://www.tfrrs.org/results/77369/4784803/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Pierre, Jada",Virginia,ACC,100H,2023,FR-1,,,13.84,s,Virginia Quadrangular,2023-04-01,Final,3.0,4.4,Outdoor,https://www.tfrrs.org/results/79185/4766990/Virginia_Quadrangular/100-Hurdles,legacy_source_needs_review
"Akpan, Sophia",Virginia,ACC,400H,2023,FR-1,,,1:06.36,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766994/Virginia_Quadrangular/400-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2023,SO-2,,,59.96,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766994/Virginia_Quadrangular/400-Hurdles,TFRRS all_performances
"Boostani, Aryana",Virginia,ACC,400m,2023,FR-1,,,1:00.35,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766989/Virginia_Quadrangular/400-Meters,TFRRS all_performances
"Comella, Abby",Virginia,ACC,400m,2023,JR-3,,,58.42,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766989/Virginia_Quadrangular/400-Meters,TFRRS all_performances
"Sabbakhan, Alahna",Virginia,ACC,400m,2023,JR-3,,,57.27,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766989/Virginia_Quadrangular/400-Meters,TFRRS all_performances
"Seeland, Esther",Virginia,ACC,400m,2023,JR-3,,,58.88,s,Virginia Quadrangular,2023-04-01,,,,Outdoor,https://www.tfrrs.org/results/79185/4766989/Virginia_Quadrangular/400-Meters,TFRRS all_performances
"Zeni, Tara",Virginia,ACC,Long Jump,2023,SO-2,,,5.61,m,Virginia Quadrangular,2023-04-01,,,1.8,Outdoor,https://www.tfrrs.org/results/79185/4766977/Virginia_Quadrangular/Long-Jump,TFRRS all_performances
"Pierre, Jada",Virginia,ACC,100H,2023,FR-1,,,14.11,s,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,1.2,Outdoor,https://www.tfrrs.org/results/79636/4805207/Spec_Towns_-_Torrin_Lawrence_Invitational/100-Hurdles,TFRRS all_performances
"Alexandru, Emily",Virginia,ACC,400H,2023,SO-2,,,58.60,s,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,,Outdoor,https://www.tfrrs.org/results/79636/4805227/Spec_Towns_-_Torrin_Lawrence_Invitational/400-Hurdles,TFRRS all_performances
