athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Samantha Thomas,Stanford,ACC,400H,2022,SO-2,,,1:03.85,s,Cardinal Classic,2022-03-19,Final,2,,Outdoor,https://www.tfrrs.org/athletes/7720910/Stanford/Samantha_Thomas,verified_2022_full_target_event_history
Camille Peisner,Stanford,ACC,400m,2022,FR-1,,,58.50,s,Cardinal Classic,2022-03-19,Final,8,,Outdoor,https://gostanford.com/news/2022/03/19/cardinal-begins-outdoor-campaign,verified_2022_full_target_event_history
Hannah Wilson,Stanford,ACC,400m,2022,FR-1,,,1:01.69,s,Cardinal Classic,2022-03-19,Final,12,,Outdoor,https://gostanford.com/news/2022/03/19/cardinal-begins-outdoor-campaign,verified_2022_full_target_event_history
Allie Jones,Stanford,ACC,100H,2022,JR-3,,,13.44,s,Stanford Invitational,2022-04-01,Prelim,1,0.6,Outdoor,https://www.tfrrs.org/athletes/6982292/USC/Allie_Jones.html,verified_2022_full_target_event_history
Samantha Thomas,Stanford,ACC,400H,2022,SO-2,,,1:01.66,s,Stanford Invitational,2022-04-01,Final,4,,Outdoor,https://www.tfrrs.org/athletes/7720910/Stanford/Samantha_Thomas,verified_2022_full_target_event_history
Camille Peisner,Stanford,ACC,400m,2022,FR-1,,,58.35,s,Stanford Invitational,2022-04-01,Final,23,,Outdoor,https://www.tfrrs.org/results/71984/4464260/Stanford_Invitational/Womens-400-Meters,verified_2022_full_target_event_history
Hannah Wilson,Stanford,ACC,400m,2022,FR-1,,,59.07,s,Stanford Invitational,2022-04-01,Final,27,,Outdoor,https://www.tfrrs.org/results/71984/4464260/Stanford_Invitational/Womens-400-Meters,verified_2022_full_target_event_history
Maya Valmon,Stanford,ACC,400m,2022,FR-1,,,55.18,s,Stanford Invitational,2022-04-01,Final,3,,Outdoor,https://www.tfrrs.org/athletes/7980314/Stanford/Maya_Valmon,verified_2022_full_target_event_history
Trinity Price,Stanford,ACC,400m,2022,FR-1,,,57.82,s,Stanford Invitational,2022-04-01,Final,19,,Outdoor,https://www.tfrrs.org/results/71984/4464260/Stanford_Invitational/Womens-400-Meters,verified_2022_full_target_event_history
Allie Jones,Stanford,ACC,Long Jump,2022,JR-3,,,5.81,m,Stanford Invitational,2022-04-01,Final,7,1.0,Outdoor,https://www.tfrrs.org/athletes/6982292/USC/Allie_Jones.html,verified_2022_full_target_event_history
Allie Jones,Stanford,ACC,100H,2022,JR-3,,,13.42,s,Stanford Invitational,2022-04-02,Final,1,0.9,Outdoor,https://www.tfrrs.org/athletes/6982292/USC/Allie_Jones.html,verified_2022_full_target_event_history
Camille Peisner,Stanford,ACC,400m,2022,FR-1,,,57.92,s,Brutus Hamilton Invitational,2022-04-09,Final,,,Outdoor,https://gostanford.com/sports/track-field/roster/player/camille-peisner,verified_2022_full_target_event_history
