athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,59.77,s,Florida State Relays,2022-03-24,,,,Outdoor,https://www.tfrrs.org/results/73791/4439078/Florida_State_Relays/400-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,1:00.17,s,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,1:00.52,s,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502555/UF_Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400m,2022,SO-2,,,57.34,s,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502570/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Petit-Pointe, Michelle",Florida State,ACC,400m,2022,FR-1,,,57.32,s,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502570/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Tilmon, Jazmine",Florida State,ACC,100H,2022,SO-2,,,14.59,s,North Florida Collegiate Invitational,2022-04-29,,,0.7,Outdoor,https://www.tfrrs.org/results/74586/4536312/North_Florida_Collegiate_Invitational_/100-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,1:00.41,s,North Florida Collegiate Invitational,2022-04-29,,,,Outdoor,https://www.tfrrs.org/results/74586/4536301/North_Florida_Collegiate_Invitational_/400-Hurdles,TFRRS all_performances
"Petit-Pointe, Michelle",Florida State,ACC,400m,2022,FR-1,,,57.52,s,North Florida Collegiate Invitational,2022-04-29,,,,Outdoor,https://www.tfrrs.org/results/74586/4536291/North_Florida_Collegiate_Invitational_/400-Meters,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,1:00.87,s,ACC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/75142/4556126/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,59.49,s,ACC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/75142/4556126/ACC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Klein, Ava",Florida State,ACC,400H,2022,SO-2,,,1:01.21,s,NCAA East Preliminary Round,2022-05-25,,,,Outdoor,https://www.tfrrs.org/results/75213/4566131/NCAA_East_Preliminary_Round/400-Hurdles,TFRRS all_performances
