athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Leonard, Ciara",Virginia,ACC,100H,2019,SR-4,,,14.01,s,William & Mary Triangular,2019-03-16,,,0.7,Outdoor,https://www.tfrrs.org/results/57295/3679176/William__Mary_Triangular/100-Hurdles,TFRRS all_performances
"Woodley, Alexis",Virginia,ACC,100H,2019,JR-3,,,13.97,s,William & Mary Triangular,2019-03-16,,,0.7,Outdoor,https://www.tfrrs.org/results/57295/3679176/William__Mary_Triangular/100-Hurdles,TFRRS all_performances
"Woodley, Alexis",Virginia,ACC,400H,2019,JR-3,,,1:16.23,s,William & Mary Triangular,2019-03-16,,,,Outdoor,https://www.tfrrs.org/results/57295/3679160/William__Mary_Triangular/400-Hurdles,TFRRS all_performances
"Hazzard, Halle",Virginia,ACC,400m,2019,SO-2,,,56.75,s,William & Mary Triangular,2019-03-16,,,,Outdoor,https://www.tfrrs.org/results/57295/3679185/William__Mary_Triangular/400-Meters,TFRRS all_performances
"Barron, Mia",Virginia,ACC,Long Jump,2019,SR-4,,,5.62,m,William & Mary Triangular,2019-03-16,,,1.2,Outdoor,https://www.tfrrs.org/results/57295/3679169/William__Mary_Triangular/Long-Jump,TFRRS all_performances
"McKee, Kelly",Virginia,ACC,Long Jump,2019,SR-4,,,6.05,m,William & Mary Triangular,2019-03-16,,,1.9,Outdoor,https://www.tfrrs.org/results/57295/3679169/William__Mary_Triangular/Long-Jump,TFRRS all_performances
"Rice, Zoe",Virginia,ACC,Long Jump,2019,FR-1,,,5.27,m,William & Mary Triangular,2019-03-16,,,-2.3,Outdoor,https://www.tfrrs.org/results/57295/3679169/William__Mary_Triangular/Long-Jump,TFRRS all_performances
"Woodley, Alexis",Virginia,ACC,100H,2019,JR-3,,,13.98,s,2019 Fred Hardy Invitational,2019-03-29,,,-0.1,Outdoor,https://www.tfrrs.org/results/56990/3718501/2019_Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Hazzard, Halle",Virginia,ACC,400m,2019,SO-2,,,58.36,s,2019 Fred Hardy Invitational,2019-03-29,,,,Outdoor,https://www.tfrrs.org/results/56990/3718510/2019_Fred_Hardy_Invitational/400-Meters,TFRRS all_performances
"Knight, Andrenette",Virginia,ACC,400m,2019,JR-3,,,55.54,s,2019 Fred Hardy Invitational,2019-03-29,,,,Outdoor,https://www.tfrrs.org/results/56990/3718510/2019_Fred_Hardy_Invitational/400-Meters,TFRRS all_performances
