athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Akpan, Sophia",Virginia,ACC,100H,2026,SR-4,,,14.23,s,Virginia Opener,2026-03-21,,,-1.1,Outdoor,https://www.tfrrs.org/results/95485/5857650/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Callis, Cassie",Virginia,ACC,100H,2026,FR-1,,,14.49,s,Virginia Opener,2026-03-21,,,-1.1,Outdoor,https://www.tfrrs.org/results/95485/5857650/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Rice, Ava",Virginia,ACC,100H,2026,FR-1,,,13.77,s,Virginia Opener,2026-03-21,,,-1.1,Outdoor,https://www.tfrrs.org/results/95485/5857650/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Rollins, Maya",Virginia,ACC,100H,2026,SO-2,,,13.61,s,Virginia Opener,2026-03-21,,,-1.1,Outdoor,https://www.tfrrs.org/results/95485/5857650/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Spoor, Elsa",Virginia,ACC,100H,2026,SO-2,,,15.30,s,Virginia Opener,2026-03-21,,,0.7,Outdoor,https://www.tfrrs.org/results/95485/5857650/Virginia_Opener/100-Hurdles,TFRRS all_performances
"Drakeford, Brooke'Lyn",Virginia,ACC,400H,2026,JR-3,,,1:00.81,s,Virginia Opener,2026-03-21,,,,Outdoor,https://www.tfrrs.org/results/95485/5857657/Virginia_Opener/400-Hurdles,TFRRS all_performances
"Daniels, Tori",Virginia,ACC,400m,2026,JR-3,,,58.94,s,Virginia Opener,2026-03-21,,,,Outdoor,https://www.tfrrs.org/results/95485/5857669/Virginia_Opener/400-Meters,TFRRS all_performances
"Fletcher, Ariel",Virginia,ACC,400m,2026,JR-3,,,55.12,s,Virginia Opener,2026-03-21,,,,Outdoor,https://www.tfrrs.org/results/95485/5857669/Virginia_Opener/400-Meters,TFRRS all_performances
"Callis, Cassie",Virginia,ACC,Long Jump,2026,FR-1,,,5.87,m,Virginia Opener,2026-03-21,,,1.7,Outdoor,https://www.tfrrs.org/results/95485/5857654/Virginia_Opener/Long-Jump,TFRRS all_performances
"Smith, Grace",Virginia,ACC,Long Jump,2026,SO-2,,,6.22,m,Virginia Opener,2026-03-21,,,1.4,Outdoor,https://www.tfrrs.org/results/95485/5857654/Virginia_Opener/Long-Jump,TFRRS all_performances
