athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,53.44,seconds,LSU Battle on the Bayou,2019-04-06,Final,3,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,54.06,seconds,Crimson Tide Invitational,2019-04-11,Final,2,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,53.09,seconds,LSU Invitational,2019-04-27,Final,3,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,53.37,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,13,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,52.89,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,19,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,52.49,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,11,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
Katie Funcheon,Alabama,SEC,400m,2019,JR,,,54.18,seconds,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Semifinal,22,,Outdoor,https://www.tfrrs.org/athletes/5610036/Alabama/Funcheon_Katie,Verified 2019 outdoor result; audited against available official/indexed sources
D'Jai Baker,Alabama,SEC,400m,2019,JR,,,54.22,seconds,Florida Relays,2019-03-28,Final,26,,Outdoor,https://tfrrs.org/athletes/7040922/Alabama/D%27Jai_Baker,Verified 2019 outdoor result; audited against available official/indexed sources
D'Jai Baker,Alabama,SEC,400m,2019,JR,,,54.16,seconds,LSU Battle on the Bayou,2019-04-06,Final,5,,Outdoor,https://tfrrs.org/athletes/7040922/Alabama/D%27Jai_Baker,Verified 2019 outdoor result; audited against available official/indexed sources
D'Jai Baker,Alabama,SEC,400m,2019,JR,,,53.37,seconds,LSU Invitational,2019-04-27,Final,4,,Outdoor,https://tfrrs.org/athletes/7040922/Alabama/D%27Jai_Baker,Verified 2019 outdoor result; audited against available official/indexed sources
D'Jai Baker,Alabama,SEC,400m,2019,JR,,,54.09,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,21,,Outdoor,https://tfrrs.org/athletes/7040922/Alabama/D%27Jai_Baker,Verified 2019 outdoor result; audited against available official/indexed sources
D'Jai Baker,Alabama,SEC,400m,2019,JR,,,DNF,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,,,Outdoor,https://tfrrs.org/athletes/7040922/Alabama/D%27Jai_Baker,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,52.87,seconds,Florida Relays,2019-03-28,Final,9,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,52.35,seconds,LSU Invitational,2019-04-27,Final,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,52.84,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,53.16,seconds,SEC Outdoor Track & Field Championships,2019-05-09,Final,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,52.63,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,51.73,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Natassha McDonald,Alabama,SEC,400m,2019,JR,,,52.75,seconds,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Semifinal,,,Outdoor,https://www.tfrrs.org/athletes/7040923/Alabama/Natassha_McDonald,Verified 2019 outdoor result; audited against available official/indexed sources
Takyera Roberson,Alabama,SEC,400m,2019,JR,,,53.06,seconds,Florida Relays,2019-03-28,Final,12,,Outdoor,https://www.tfrrs.org/athletes/6097002/Alabama/Takyera_Roberson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Takyera Roberson,Alabama,SEC,400m,2019,JR,,,52.62,seconds,LSU Invitational,2019-04-27,Final,2,,Outdoor,https://www.tfrrs.org/athletes/6097002/Alabama/Takyera_Roberson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Takyera Roberson,Alabama,SEC,400m,2019,JR,,,52.93,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,First Round,10,,Outdoor,https://www.tfrrs.org/athletes/6097002/Alabama/Takyera_Roberson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Takyera Roberson,Alabama,SEC,400m,2019,JR,,,53.01,seconds,NCAA Division I East Region Preliminary Rounds,2019-05-23,Quarterfinal,16,,Outdoor,https://www.tfrrs.org/athletes/6097002/Alabama/Takyera_Roberson.html,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.08,meters,Crimson Tide Invitational,2019-04-11,Final,3,0.2,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.29,meters,War Eagle Invitational,2019-04-19,Final,1,1.2,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.48,meters,LSU Invitational,2019-04-27,Final,1,1.4,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.53,meters,SEC Outdoor Track & Field Championships,2019-05-09,Final,2,0.6,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.16,meters,NCAA Division I East Region Preliminary Rounds,2019-05-23,Preliminary,5,0.1,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
Kiara Williams,Alabama,SEC,Long Jump,2019,SR,,,6.23,meters,NCAA Division I Outdoor Track & Field Championships,2019-06-05,Final,10,0.4,Outdoor,https://www.tfrrs.org/athletes/5610043,Verified 2019 outdoor result; audited against available official/indexed sources
