athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Rush, Ella",Georgia,SEC,100H,2025,JR-3,,,14.97,seconds,UCF Black & Gold Challenge,2025-03-21,,,+0.0,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2025,FR-1,,,55.98,seconds,UCF Black & Gold Challenge,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/87054/5462783/UCF_Black__Gold_Challenge/400-Hurdles,TFRRS all_performances
"Birden, Toni",Georgia,SEC,Long Jump,2025,SR-4,,,6.04,m,UCF Black & Gold Challenge,2025-03-21,,,1.6,Outdoor,https://www.tfrrs.org/results/87054/5462811/UCF_Black__Gold_Challenge/Long-Jump,TFRRS all_performances
"Gordon, Alisa",Georgia,SEC,Long Jump,2025,FR-1,,,6.05,m,UCF Black & Gold Challenge,2025-03-21,,,0.9,Outdoor,https://www.tfrrs.org/results/87054/5462811/UCF_Black__Gold_Challenge/Long-Jump,TFRRS all_performances
"Nembhard, Danah",Georgia,SEC,Long Jump,2025,FR-1,,,5.64,m,UCF Black & Gold Challenge,2025-03-21,,,3.1,Outdoor,https://www.tfrrs.org/results/87054/5462811/UCF_Black__Gold_Challenge/Long-Jump,TFRRS all_performances
"Townsend, Skylynn",Georgia,SEC,Long Jump,2025,FR-1,,,6.02,m,UCF Black & Gold Challenge,2025-03-21,,,2.6,Outdoor,https://www.tfrrs.org/results/87054/5462811/UCF_Black__Gold_Challenge/Long-Jump,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2025,FR-1,,,54.56,seconds,Florida Relays,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/91170/5650470/Florida_Relays/400-Hurdles,TFRRS all_performances
"Tate, Haley",Georgia,SEC,400m,2025,JR-3,,,52.97,seconds,Florida Relays,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/91170/5650395/Florida_Relays/400-Meters,TFRRS all_performances
"Nembhard, Danah",Georgia,SEC,Long Jump,2025,FR-1,,,5.95,m,Florida Relays,2025-04-04,,,0.6,Outdoor,https://www.tfrrs.org/results/91170/5650378/Florida_Relays/Long-Jump,TFRRS all_performances
"Townsend, Skylynn",Georgia,SEC,Long Jump,2025,FR-1,,,6.07,m,Florida Relays,2025-04-04,,,0.6,Outdoor,https://www.tfrrs.org/results/91170/5650424/Florida_Relays/Long-Jump,TFRRS all_performances
"Rush, Ella",Georgia,SEC,100H,2025,JR-3,,,14.49,seconds,2025 Texas A&M 44 Farms Team Invitational,2025-04-11,,,1.5,Outdoor,https://www.tfrrs.org/results/87412/5554295/2025_Texas_AM_44_Farms_Team_Invitational/100-Hurdles,TFRRS all_performances
"Rush, Ella",Georgia,SEC,Long Jump,2025,JR-3,,,5.73,m,2025 Texas A&M 44 Farms Team Invitational,2025-04-11,,,3.1,Outdoor,https://www.tfrrs.org/results/87412/5554299/2025_Texas_AM_44_Farms_Team_Invitational/Long-Jump,TFRRS all_performances
"Butler, Aaliyah",Georgia,SEC,400m,2025,JR-3,,,49.44,seconds,Tom Jones Invitational,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/91823/5651936/Tom_Jones_Invitational/400-Meters,TFRRS all_performances
"Harris, Sydney",Georgia,SEC,400m,2025,SO-2,,,54.44,seconds,Tom Jones Invitational,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/91823/5651934/Tom_Jones_Invitational/400-Meters,TFRRS all_performances
"Oakley, Dejanea",Georgia,SEC,400m,2025,JR-3,,,50.35,seconds,Tom Jones Invitational,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/91823/5651936/Tom_Jones_Invitational/400-Meters,TFRRS all_performances
"Tate, Haley",Georgia,SEC,400m,2025,JR-3,,,53.02,seconds,Tom Jones Invitational,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/91823/5651936/Tom_Jones_Invitational/400-Meters,TFRRS all_performances
"Birden, Toni",Georgia,SEC,Long Jump,2025,SR-4,,,5.81,m,Tom Jones Invitational,2025-04-18,,,-0.4,Outdoor,https://www.tfrrs.org/results/91823/5651963/Tom_Jones_Invitational/Long-Jump,TFRRS all_performances
"Rush, Ella",Georgia,SEC,100H,2025,JR-3,,,14.32,seconds,2025 Tiger Track Classic,2025-04-26,,,-0.2,Outdoor,https://www.tfrrs.org/results/91230/5598530/2025_Tiger_Track_Classic/100-Hurdles,TFRRS all_performances
"Harris, Sydney",Georgia,SEC,400m,2025,SO-2,,,53.51,seconds,2025 Tiger Track Classic,2025-04-26,,,,Outdoor,https://www.tfrrs.org/results/91230/5598524/2025_Tiger_Track_Classic/400-Meters,TFRRS all_performances
"Tate, Haley",Georgia,SEC,400m,2025,JR-3,,,53.57,seconds,2025 Tiger Track Classic,2025-04-26,,,,Outdoor,https://www.tfrrs.org/results/91230/5598524/2025_Tiger_Track_Classic/400-Meters,TFRRS all_performances
"Birden, Toni",Georgia,SEC,Long Jump,2025,SR-4,,,5.97,m,2025 Tiger Track Classic,2025-04-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/91230/5598528/2025_Tiger_Track_Classic/Long-Jump,TFRRS all_performances
"Rush, Ella",Georgia,SEC,Long Jump,2025,JR-3,,,5.93,m,2025 Tiger Track Classic,2025-04-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/91230/5598528/2025_Tiger_Track_Classic/Long-Jump,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2025,FR-1,,,54.62,seconds,LSU Invitational,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89969/5621993/LSU_Invitational/400-Hurdles,TFRRS all_performances
"Harris, Sydney",Georgia,SEC,400m,2025,SO-2,,,54.09,seconds,LSU Invitational,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89969/5621991/LSU_Invitational/400-Meters,TFRRS all_performances
"Oakley, Dejanea",Georgia,SEC,400m,2025,JR-3,,,51.20,seconds,LSU Invitational,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89969/5621991/LSU_Invitational/400-Meters,TFRRS all_performances
"Tate, Haley",Georgia,SEC,400m,2025,JR-3,,,53.67,seconds,LSU Invitational,2025-05-03,,,,Outdoor,https://www.tfrrs.org/results/89969/5621991/LSU_Invitational/400-Meters,TFRRS all_performances
