athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Francis , Aalliyah",South Carolina,SEC,400m,2024,JR-3,,,54.74,seconds,Alan Connie Shamrock Invitational,2024-03-14,,,,Outdoor,https://www.tfrrs.org/results/83388/5113245/Alan_Connie_Shamrock_Invitational/400-Meters,TFRRS all_performances
"Chelangat, Sylvia",South Carolina,SEC,400m,2024,SO-2,,,54.87,seconds,Weems Baskin Invitational 24,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/84349/5128071/Weems_Baskin_Invitational_24/400-Meters,TFRRS all_performances
"Ford, JaMeesia",South Carolina,SEC,400m,2024,FR-1,,,51.16,seconds,Weems Baskin Invitational 24,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/84349/5128071/Weems_Baskin_Invitational_24/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,54.27,seconds,Weems Baskin Invitational 24,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/84349/5128071/Weems_Baskin_Invitational_24/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2024,FR-1,,,4.89,m,Weems Baskin Invitational 24,2024-03-22,,,+0.0,Outdoor,https://www.tfrrs.org/results/84349/5128085/Weems_Baskin_Invitational_24/Long-Jump,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,5.88,m,Weems Baskin Invitational 24,2024-03-22,,,0.8,Outdoor,https://www.tfrrs.org/results/84349/5128085/Weems_Baskin_Invitational_24/Long-Jump,TFRRS all_performances
"Francis , Aalliyah",South Carolina,SEC,400m,2024,JR-3,,,52.99,seconds,Pepsi Florida Relays,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83593/5148536/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,5.98,m,Pepsi Florida Relays,2024-03-29,,,0.5,Outdoor,https://www.tfrrs.org/results/83593/5148539/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Lindley, Ashton",South Carolina,SEC,400m,2024,SO-2,,,57.70,seconds,Gamecock Invitational 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/84888/5169645/Gamecock_Invitational_2024/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,53.99,seconds,Gamecock Invitational 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/84888/5169645/Gamecock_Invitational_2024/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2024,FR-1,,,5.40,m,Gamecock Invitational 2024,2024-04-06,,,2.0,Outdoor,https://www.tfrrs.org/results/84888/5169647/Gamecock_Invitational_2024/Long-Jump,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,6.13,m,Gamecock Invitational 2024,2024-04-06,,,1.5,Outdoor,https://www.tfrrs.org/results/84888/5169647/Gamecock_Invitational_2024/Long-Jump,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,52.14,seconds,Tom Jones Memorial Invitational,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85961/5199019/Tom_Jones_Memorial_Invitational/400-Meters,TFRRS all_performances
"Ford, JaMeesia",South Carolina,SEC,400m,2024,FR-1,,,50.81,seconds,Tom Jones Memorial Invitational,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85961/5199019/Tom_Jones_Memorial_Invitational/400-Meters,TFRRS all_performances
"Francis, Aalliyah",South Carolina,SEC,400m,2024,JR-3,,,56.24,seconds,Tom Jones Memorial Invitational,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85961/5199019/Tom_Jones_Memorial_Invitational/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,52.35,seconds,Tom Jones Memorial Invitational,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85961/5199019/Tom_Jones_Memorial_Invitational/400-Meters,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,6.06,m,Tom Jones Memorial Invitational,2024-04-12,,,1.7,Outdoor,https://www.tfrrs.org/results/85961/5198998/Tom_Jones_Memorial_Invitational/Long-Jump,TFRRS all_performances
"Lindley, Ashton",South Carolina,SEC,400m,2024,SO-2,,,56.28,seconds,USC Outdoor Open,2024-04-20,,,,Outdoor,https://www.tfrrs.org/results/85539/5220052/USC_Outdoor_Open/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,53.01,seconds,USC Outdoor Open,2024-04-20,,,,Outdoor,https://www.tfrrs.org/results/85539/5220052/USC_Outdoor_Open/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2024,FR-1,,,5.58,m,USC Outdoor Open,2024-04-20,,,-0.1,Outdoor,https://www.tfrrs.org/results/85539/5220054/USC_Outdoor_Open/Long-Jump,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,51.83,seconds,2024 Charlotte Invitational,2024-04-26,,,,Outdoor,https://www.tfrrs.org/results/85877/5240209/2024_Charlotte_Invitational/400-Meters,TFRRS all_performances
"Chelangat, Sylvia",South Carolina,SEC,400m,2024,SO-2,,,53.00,seconds,2024 Charlotte Invitational,2024-04-26,,,,Outdoor,https://www.tfrrs.org/results/85877/5240209/2024_Charlotte_Invitational/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,53.71,seconds,2024 Charlotte Invitational,2024-04-26,,,,Outdoor,https://www.tfrrs.org/results/85877/5240209/2024_Charlotte_Invitational/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2024,FR-1,,,5.94,m,2024 Charlotte Invitational,2024-04-26,,,0.9,Outdoor,https://www.tfrrs.org/results/85877/5240230/2024_Charlotte_Invitational/Long-Jump,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,5.86,m,2024 Charlotte Invitational,2024-04-26,,,2.0,Outdoor,https://www.tfrrs.org/results/85877/5240230/2024_Charlotte_Invitational/Long-Jump,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,52.36,seconds,NCAA Division I Outdoor Track & Field Championships,2024-05-05,,,,Outdoor,https://www.tfrrs.org/results/87017/5286189/NCAA_Division_I_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,51.98,seconds,SEC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/85812/5273725/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,53.59,seconds,SEC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/85812/5273725/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2024,FR-1,,,5.56,m,SEC Outdoor Track & Field Championships,2024-05-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/85812/5273708/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Hoosier, Prommyse",South Carolina,SEC,Long Jump,2024,JR-3,,,5.94,m,SEC Outdoor Track & Field Championships,2024-05-09,,,-0.3,Outdoor,https://www.tfrrs.org/results/85812/5273708/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,51.33,seconds,NCAA East First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86997/5284560/NCAA_East_First_Round/400-Meters,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,52.42,seconds,NCAA East First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86997/5284560/NCAA_East_First_Round/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,52.96,seconds,NCAA East First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86997/5284560/NCAA_East_First_Round/400-Meters,TFRRS all_performances
"Registre, Jahnile",South Carolina,SEC,400m,2024,JR-3,,,53.98,seconds,NCAA East First Round,2024-05-22,,,,Outdoor,https://www.tfrrs.org/results/86997/5284560/NCAA_East_First_Round/400-Meters,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2024,FR-1,,,52.36,seconds,NCAA Division I Outdoor Track & Field Championships,2024-06-06,Semifinal,20,,Outdoor,https://www.tfrrs.org/athletes/8675919/South_Carolina/Zaya_Akins.html,legacy_source_needs_review
