athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Gist, Cameran",South Carolina,SEC,Long Jump,2026,SR-4,,,6.26,m,Alan Connie Shamrock Invitational (Roster Registration),2026-03-19,,,+0.0,Outdoor,https://www.tfrrs.org/results/95049/5912051/Alan_Connie_Shamrock_Invitational_Roster_Registration/Long-Jump,TFRRS all_performances
"Hamilton, Joslyn",South Carolina,SEC,100H,2026,SO-2,,,13.88,seconds,Raleigh Relays,2026-03-26,,,-0.4,Outdoor,https://www.tfrrs.org/results/94354/5877105/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,100H,2026,FR-1,,,13.93,seconds,Raleigh Relays,2026-03-26,,,-0.4,Outdoor,https://www.tfrrs.org/results/94354/5877105/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,400H,2026,FR-1,,,58.32,seconds,Raleigh Relays,2026-03-26,,,,Outdoor,https://www.tfrrs.org/results/94354/5877106/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2026,JR-3,,,51.43,seconds,Raleigh Relays,2026-03-26,,,,Outdoor,https://www.tfrrs.org/results/94354/5877083/Raleigh_Relays/400-Meters,TFRRS all_performances
"Ford, JaMeesia",South Carolina,SEC,400m,2026,JR-3,,,52.08,seconds,Raleigh Relays,2026-03-26,,,,Outdoor,https://www.tfrrs.org/results/94354/5877083/Raleigh_Relays/400-Meters,TFRRS all_performances
"Garrett, Akala",South Carolina,SEC,400m,2026,JR-3,,,52.16,seconds,Raleigh Relays,2026-03-26,,,,Outdoor,https://www.tfrrs.org/results/94354/5877083/Raleigh_Relays/400-Meters,TFRRS all_performances
"Childress, Madison",South Carolina,SEC,Long Jump,2026,JR-3,,,5.64,m,Raleigh Relays,2026-03-26,,,1.5,Outdoor,https://www.tfrrs.org/results/94354/5877094/Raleigh_Relays/Long-Jump,TFRRS all_performances
"Garrett, Akala",South Carolina,SEC,100H,2026,JR-3,,,13.17,seconds,2026 Pepsi Florida Relays,2026-04-03,,,-0.2,Outdoor,https://www.tfrrs.org/results/95329/6002532/2026_Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Hamilton, Joslyn",South Carolina,SEC,100H,2026,SO-2,,,13.20,seconds,2026 Pepsi Florida Relays,2026-04-03,,,0.3,Outdoor,https://www.tfrrs.org/results/95329/6002532/2026_Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Hamilton, Joslyn",South Carolina,SEC,100H,2026,SO-2,,,13.49,seconds,2026 Pepsi Florida Relays,2026-04-03,,,-1.2,Outdoor,https://www.tfrrs.org/results/95329/6002532/2026_Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,100H,2026,FR-1,,,13.48,seconds,2026 Pepsi Florida Relays,2026-04-03,,,0.3,Outdoor,https://www.tfrrs.org/results/95329/6002532/2026_Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,100H,2026,FR-1,,,13.55,seconds,2026 Pepsi Florida Relays,2026-04-03,,,-0.2,Outdoor,https://www.tfrrs.org/results/95329/6002532/2026_Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Garrett, Akala",South Carolina,SEC,400H,2026,JR-3,,,54.22,seconds,2026 Pepsi Florida Relays,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95329/6002560/2026_Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,400H,2026,FR-1,,,57.80,seconds,2026 Pepsi Florida Relays,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95329/6002560/2026_Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Akins, Zaya",South Carolina,SEC,400m,2026,JR-3,,,52.04,seconds,2026 Pepsi Florida Relays,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95329/6002554/2026_Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Harris, Tristen",South Carolina,SEC,Long Jump,2026,FR-1,,,6.34,m,2026 Pepsi Florida Relays,2026-04-03,,,1.3,Outdoor,https://www.tfrrs.org/results/95329/6002587/2026_Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Garrett, Akala",South Carolina,SEC,100H,2026,JR-3,,,13.21,seconds,Tom Jones Memorial,2026-04-16,,,3.0,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Hamilton, Joslyn",South Carolina,SEC,100H,2026,SO-2,,,12.93,seconds,Tom Jones Memorial,2026-04-16,,,1.0,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Hamilton, Joslyn",South Carolina,SEC,100H,2026,SO-2,,,12.94,seconds,Tom Jones Memorial,2026-04-16,,,3.0,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Harrington-Spain, Kyndall",South Carolina,SEC,100H,2026,FR-1,,,13.26,seconds,Tom Jones Memorial,2026-04-16,,,3.0,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
