athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Davis, Chalese",South Carolina,SEC,100H,2016,SR-4,,,13.74,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.8,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Davis, Chalese",South Carolina,SEC,100H,2016,SR-4,,,13.95,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,1.0,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Graham, Sarah",South Carolina,SEC,100H,2016,SR-4,,,14.31,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,-0.1,Outdoor,https://www.tfrrs.org/results/42962/2735591/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Oluwole, Funlayo",South Carolina,SEC,100H,2016,FR-1,,,14.09,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.9,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Oluwole, Funlayo",South Carolina,SEC,100H,2016,FR-1,,,14.22,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.8,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Parks, Milan",South Carolina,SEC,100H,2016,FR-1,,,14.69,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.7,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Taylor, Taranisha",South Carolina,SEC,100H,2016,JR-3,,,13.85,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.8,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Taylor, Taranisha",South Carolina,SEC,100H,2016,JR-3,,,14.02,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,0.8,Outdoor,https://www.tfrrs.org/results/42962/2717517/Alan_Connie_Shamrock_Invitational/100-Hurdles,TFRRS all_performances
"Brockington, Tyler",South Carolina,SEC,400H,2016,JR-3,,,58.14,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717464/Alan_Connie_Shamrock_Invitational/400-Hurdles,TFRRS all_performances
"Hubbard, Morgan",South Carolina,SEC,400H,2016,SO-2,,,1:01.02,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717464/Alan_Connie_Shamrock_Invitational/400-Hurdles,TFRRS all_performances
"Bellamy, Marisa",South Carolina,SEC,400m,2016,JR-3,,,54.61,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717476/Alan_Connie_Shamrock_Invitational/400-Meters,TFRRS all_performances
"Dendy, Maiya",South Carolina,SEC,400m,2016,FR-1,,,55.51,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717476/Alan_Connie_Shamrock_Invitational/400-Meters,TFRRS all_performances
"Holmes, Precious",South Carolina,SEC,400m,2016,SO-2,,,55.35,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717476/Alan_Connie_Shamrock_Invitational/400-Meters,TFRRS all_performances
"Vian, Irene",South Carolina,SEC,400m,2016,FR-1,,,1:01.21,seconds,Alan Connie Shamrock Invitational,2016-03-17,,,,Outdoor,https://www.tfrrs.org/results/42962/2717476/Alan_Connie_Shamrock_Invitational/400-Meters,TFRRS all_performances
