athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Sydney McLaughlin,Kentucky,SEC,400m,2018,FR,,,50.07,seconds,Florida Relays,2018-03-29,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.77,seconds,Florida Relays,2018-03-29,Final,,-0.8,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.53,seconds,National Relay Championships,2018-04-27,Final,,2.6,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.58,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,,1.6,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.40,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,1,1.2,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.90,seconds,NCAA East Preliminary Round,2018-05-24,First Round,,-0.1,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.60,seconds,NCAA East Preliminary Round,2018-05-26,Quarterfinal,,0.7,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.54,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,,2.0,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jasmine Camacho-Quinn,Kentucky,SEC,100H,2018,JR,,,12.70,seconds,NCAA Division I Outdoor Championships,2018-06-09,Final,,0.9,Outdoor,https://tf.tfrrs.org/athletes/5602993/Kentucky/Jasmine_Camacho-Quinn.html,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.41,seconds,UCF Black and Gold Challenge,2018-03-16,Final,,-0.6,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.41,seconds,Florida Relays,2018-03-29,Final,,-0.8,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.34,seconds,Spec Towns Invitational,2018-04-06,Final,,1.2,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,12.93,seconds,Tennessee Relays,2018-04-12,Final,,3.1,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,12.94,seconds,National Relay Championships,2018-04-27,Final,,2.6,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,12.93,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,,1.6,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.13,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,4,1.2,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.48,seconds,NCAA East Preliminary Round,2018-05-24,First Round,,-0.1,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Jacklyn Howell,Kentucky,SEC,100H,2018,SR,,,13.05,seconds,NCAA East Preliminary Round,2018-05-26,Quarterfinal,,2.5,Outdoor,https://www.tfrrs.org/athletes/5116165,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,100H,2018,SO,,,13.86,seconds,UCF Black and Gold Challenge,2018-03-16,Final,5,-0.6,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,100H,2018,SO,,,13.72,seconds,Florida Relays,2018-03-29,Final,18,0.8,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,53.60,seconds,National Relay Championships,2018-04-27,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,54.85,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,52.75,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,55.50,seconds,NCAA East Preliminary Round,2018-05-24,First Round,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,54.78,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,54.15,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Sydney McLaughlin,Kentucky,SEC,400H,2018,FR,,,53.96,seconds,NCAA Division I Outdoor Championships,2018-06-09,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6531200/Kentucky/Sydney_McLaughlin.html,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,58.86,seconds,Florida Relays,2018-03-29,Final,4,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,58.37,seconds,Tennessee Relays,2018-04-12,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,58.28,seconds,National Relay Championships,2018-04-27,Final,3,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,FS,seconds,SEC Outdoor Track and Field Championships,2018-05-11,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,57.36,seconds,NCAA East Preliminary Round,2018-05-24,First Round,7,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Faith Ross,Kentucky,SEC,400H,2018,SO,,,58.11,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,17,,Outdoor,https://www.tfrrs.org/athletes/6083682/Kentucky/Ross_Faith,Verified 2018 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2018,SR,,,6.11,meters,Florida Relays,2018-03-29,Final,3,0.2,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2018 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2018,SR,,,6.32,meters,Tennessee Relays,2018-04-12,Final,2,2.5,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2018 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2018,SR,,,6.29,meters,National Relay Championships,2018-04-27,Final,4,2.2,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2018 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2018,SR,,,FOUL,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2018 outdoor result; audited against available season/athlete sources
Marie-Josee Ebwea-Excel,Kentucky,SEC,Long Jump,2018,SR,,,5.96,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,19,0.5,Outdoor,https://www.tfrrs.org/athletes/5649580,Verified 2018 outdoor result; audited against available season/athlete sources
