athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Hall, Julia",Georgia,SEC,400m,2021,SR-4,,,55.89,seconds,Georgia Tech Yellow Jacket Invitational,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/68059/4128932/Georgia_Tech_Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Hall, Anna",Georgia,SEC,100H,2021,FR-1,,,13.88,seconds,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145915/FSU_Relays/100-Hurdles,TFRRS all_performances
"Zoller, Chelsea",Georgia,SEC,400H,2021,JR-3,,,1:00.05,seconds,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145911/FSU_Relays/400-Hurdles,TFRRS all_performances
"Tanner, Amber",Georgia,SEC,400m,2021,SR-4,,,55.00,seconds,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Carothers, Imani",Georgia,SEC,100H,2021,SO-2,,,13.38,seconds,Spec Towns Invitational,2021-04-09,,,-1.9,Outdoor,https://www.tfrrs.org/results/69294/4185850/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Hall, Anna",Georgia,SEC,100H,2021,FR-1,,,13.64,seconds,Spec Towns Invitational,2021-04-09,,,0.4,Outdoor,https://www.tfrrs.org/results/69294/4253445/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Reynolds, Asya",Georgia,SEC,100H,2021,SR-4,,,13.94,seconds,Spec Towns Invitational,2021-04-09,,,0.4,Outdoor,https://www.tfrrs.org/results/69294/4253445/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Zoller, Chelsea",Georgia,SEC,400H,2021,JR-3,,,1:08.06,seconds,Spec Towns Invitational,2021-04-09,,,,Outdoor,https://www.tfrrs.org/results/69294/4185829/Spec_Towns_Invitational/400-Hurdles,TFRRS all_performances
"Hall, Anna",Georgia,SEC,Long Jump,2021,FR-1,,,6.03,m,Spec Towns Invitational,2021-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/69294/4253449/Spec_Towns_Invitational/Long-Jump,TFRRS all_performances
"Marsh, Titiana",Georgia,SEC,Long Jump,2021,SO-2,,,6.49,m,Spec Towns Invitational,2021-04-09,,,0.8,Outdoor,https://www.tfrrs.org/results/69294/4185860/Spec_Towns_Invitational/Long-Jump,TFRRS all_performances
