athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Little , Caitlyn",South Carolina,SEC,100H,2021,JR-3,,,13.98,seconds,Auburn Tiger Track Classic 2021,2021-03-19,,,1.4,Outdoor,https://www.tfrrs.org/results/66282/4129173/Auburn_Tiger_Track_Classic_2021/100-Hurdles,TFRRS all_performances
"Young, De'Andreah",South Carolina,SEC,400H,2021,JR-3,,,1:00.04,seconds,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129146/Auburn_Tiger_Track_Classic_2021/400-Hurdles,TFRRS all_performances
"Abrams, Aliyah",South Carolina,SEC,400m,2021,SR-4,,,52.01,seconds,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129180/Auburn_Tiger_Track_Classic_2021/400-Meters,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2021,FR-1,,,54.19,seconds,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129180/Auburn_Tiger_Track_Classic_2021/400-Meters,TFRRS all_performances
"Savage, Synclair",South Carolina,SEC,Long Jump,2021,FR-1,,,5.91,m,Auburn Tiger Track Classic 2021,2021-03-19,,,1.0,Outdoor,https://www.tfrrs.org/results/66282/4129166/Auburn_Tiger_Track_Classic_2021/Long-Jump,TFRRS all_performances
"Hughes, Kiera",South Carolina,SEC,100H,2021,FR-1,,,15.53,seconds,Weems Baskin Relays,2021-03-26,,,0.6,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Little , Caitlyn",South Carolina,SEC,100H,2021,JR-3,,,13.44,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Little , Caitlyn",South Carolina,SEC,100H,2021,JR-3,,,13.65,seconds,Weems Baskin Relays,2021-03-26,,,0.5,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2021,JR-3,,,13.16,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2021,JR-3,,,13.25,seconds,Weems Baskin Relays,2021-03-26,,,1.1,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2021,FR-1,,,58.61,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148960/Weems_Baskin_Relays/400-Hurdles,TFRRS all_performances
"Lindley, Ashton",South Carolina,SEC,400H,2021,FR-1,,,57.42,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148960/Weems_Baskin_Relays/400-Hurdles,TFRRS all_performances
"Young, De'Andreah",South Carolina,SEC,400H,2021,JR-3,,,59.26,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148960/Weems_Baskin_Relays/400-Hurdles,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2021,FR-1,,,53.42,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148959/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Jeffery , Dymier",South Carolina,SEC,Long Jump,2021,SO-2,,,4.97,m,Weems Baskin Relays,2021-03-26,,,-0.1,Outdoor,https://www.tfrrs.org/results/67496/4148961/Weems_Baskin_Relays/Long-Jump,TFRRS all_performances
"Savage, Synclair",South Carolina,SEC,Long Jump,2021,FR-1,,,5.41,m,Weems Baskin Relays,2021-03-26,,,+0.0,Outdoor,https://www.tfrrs.org/results/67496/4148961/Weems_Baskin_Relays/Long-Jump,TFRRS all_performances
"Little , Caitlyn",South Carolina,SEC,100H,2021,JR-3,,,13.55,seconds,Pepsi Florida Relays,2021-04-02,,,0.7,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Glenn, Rachel",South Carolina,SEC,400H,2021,FR-1,,,58.30,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Lindley, Ashton",South Carolina,SEC,400H,2021,FR-1,,,57.68,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Young, De'Andreah",South Carolina,SEC,400H,2021,JR-3,,,1:00.14,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Abrams, Aliyah",South Carolina,SEC,400m,2021,SR-4,,,52.60,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2021,FR-1,,,58.24,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2021,FR-1,,,54.27,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Savage, Synclair",South Carolina,SEC,Long Jump,2021,FR-1,,,5.98,m,Pepsi Florida Relays,2021-04-02,,,1.8,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Little , Caitlyn",South Carolina,SEC,100H,2021,JR-3,,,13.65,seconds,Gamecock Invitational,2021-04-10,,,2.0,Outdoor,https://www.tfrrs.org/results/67497/4185610/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
