athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,52.25,seconds,Florida Relays,2017-03-31,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,52.89,seconds,2017 Horned Frog Invitational,2017-04-15,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,52.29,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,52.55,seconds,SEC Outdoor Track & Field Championships,2017-05-13,Final,3,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,52.57,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,51.78,seconds,NCAA Division I East Preliminary Round,2017-05-26,Quarterfinal,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,51.67,seconds,NCAA Division I Outdoor Track & Field Championships,2017-06-08,Semifinal,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Sharrika Barnett,Florida,SEC,400m,2017,SO,,,51.84,seconds,NCAA Division I Outdoor Track & Field Championships,2017-06-10,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651818,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,52.78,seconds,Florida Relays,2017-03-31,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,54.47,seconds,2017 Horned Frog Invitational,2017-04-15,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,53.67,seconds,UF Tom Jones Memorial,2017-04-28,Final,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,54.08,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,53.71,seconds,NCAA Division I East Preliminary Round,2017-05-25,First Round,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Taylor Sharpe,Florida,SEC,400m,2017,JR,,,53.06,seconds,NCAA Division I East Preliminary Round,2017-05-26,Quarterfinal,,,Outdoor,https://www.tfrrs.org/athletes/5651838,Verified 2017 outdoor result; audited against available season/athlete sources
Destinee Gause,Florida,SEC,400m,2017,R-SR,,,54.06,seconds,Florida Relays,2017-03-31,Final,,,Outdoor,https://floridagators.com/sports/track-and-field/roster/destinee-gause/5413,Verified 2017 outdoor result; audited against available season/athlete sources
Destinee Gause,Florida,SEC,400m,2017,R-SR,,,53.52,seconds,SEC Outdoor Track & Field Championships,2017-05-12,Prelim,,,Outdoor,https://floridagators.com/sports/track-and-field/roster/destinee-gause/5413,Verified 2017 outdoor result; audited against available season/athlete sources
