athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Carothers, Imani",Florida,SEC,100H,2023,SR-4,,,13.66,seconds,FSU Relays (College),2023-03-23,,,1.9,Outdoor,https://www.tfrrs.org/results/78847/4769182/FSU_Relays_College/100-Hurdles,TFRRS all_performances
"Lester, Sterling",Florida,SEC,100H,2023,SR-4,,,13.25,seconds,FSU Relays (College),2023-03-23,,,1.9,Outdoor,https://www.tfrrs.org/results/78847/4769182/FSU_Relays_College/100-Hurdles,TFRRS all_performances
"Stark, Grace",Florida,SEC,100H,2023,JR-3,,,13.37,seconds,FSU Relays (College),2023-03-23,,,1.9,Outdoor,https://www.tfrrs.org/results/78847/4769182/FSU_Relays_College/100-Hurdles,TFRRS all_performances
"Lester, Sterling",Florida,SEC,100H,2023,SR-4,,,13.54,seconds,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,0.9,Outdoor,https://www.tfrrs.org/results/77369/4784799/2023_95th_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Lester, Sterling",Florida,SEC,Long Jump,2023,SR-4,,,5.70,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,1.5,Outdoor,https://www.tfrrs.org/results/77369/4784803/2023_95th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Carothers, Imani",Florida,SEC,100H,2023,SR-4,,,13.68,seconds,Pepsi Florida Relays,2023-03-31,Prelim,15,,Outdoor,https://floridagators.com/news/2023/4/1/track-and-field-florida-earns-52-top-10-finishes-at-the-2023-pepsi-florida-relays,legacy_source_needs_review
"Hollis, Jayla",Florida,SEC,100H,2023,JR-3,,,13.19,seconds,Pepsi Florida Relays,2023-03-31,,,1.6,Outdoor,https://www.tfrrs.org/results/77662/4765427/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Hollis, Jayla",Florida,SEC,100H,2023,JR-3,,,13.27,seconds,Pepsi Florida Relays,2023-03-31,,,1.8,Outdoor,https://www.tfrrs.org/results/77662/4765427/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Stark, Grace",Florida,SEC,100H,2023,JR-3,,,12.83,seconds,Pepsi Florida Relays,2023-03-31,,,1.8,Outdoor,https://www.tfrrs.org/results/77662/4765427/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Stark, Grace",Florida,SEC,100H,2023,JR-3,,,13.07,seconds,Pepsi Florida Relays,2023-03-31,,,0.9,Outdoor,https://www.tfrrs.org/results/77662/4765427/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
