athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Williams, Annika",Kentucky,SEC,100H,2021,FR-1,,,14.05,seconds,93rd Clyde Littlefield Texas Relays,2021-03-25,,,1.6,Outdoor,https://www.tfrrs.org/results/67755/4153617/93rd_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Williams, Annika",Kentucky,SEC,Long Jump,2021,FR-1,,,6.00,m,93rd Clyde Littlefield Texas Relays,2021-03-25,,,1.9,Outdoor,https://www.tfrrs.org/results/67755/4153621/93rd_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Ballard, Shadajah",Kentucky,SEC,100H,2021,FR-1,,,13.76,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Ballard, Shadajah",Kentucky,SEC,100H,2021,FR-1,,,14.07,seconds,Weems Baskin Relays,2021-03-26,,,1.1,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Chadwick, Amaya",Kentucky,SEC,100H,2021,JR-3,,,13.79,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Chadwick, Amaya",Kentucky,SEC,100H,2021,JR-3,,,13.81,seconds,Weems Baskin Relays,2021-03-26,,,0.5,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2021,FR-1,,,13.37,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2021,FR-1,,,13.60,seconds,Weems Baskin Relays,2021-03-26,,,0.5,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.57,seconds,Weems Baskin Relays,2021-03-26,,,1.1,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.63,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.14,seconds,Weems Baskin Relays,2021-03-26,,,0.7,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.44,seconds,Weems Baskin Relays,2021-03-26,,,0.5,Outdoor,https://www.tfrrs.org/results/67496/4148980/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,400H,2021,SR-4,,,59.66,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148960/Weems_Baskin_Relays/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2021,SO-2,,,59.84,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148960/Weems_Baskin_Relays/400-Hurdles,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2021,FR-1,,,52.94,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148959/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Spillman, Sydney",Kentucky,SEC,400m,2021,FR-1,,,1:00.18,seconds,Weems Baskin Relays,2021-03-26,,,,Outdoor,https://www.tfrrs.org/results/67496/4148959/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2021,FR-1,,,13.69,seconds,Pepsi Florida Relays,2021-04-02,Final,,2.6,Outdoor,https://www.tfrrs.org/athletes/7482130/Kentucky/Darci_Khan,legacy_source_needs_review
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.47,seconds,Pepsi Florida Relays,2021-04-02,,,0.7,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.66,seconds,Pepsi Florida Relays,2021-04-02,,,0.8,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.25,seconds,Pepsi Florida Relays,2021-04-02,,,0.8,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.48,seconds,Pepsi Florida Relays,2021-04-02,,,0.6,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Williams, Annika",Kentucky,SEC,100H,2021,FR-1,,,14.35,seconds,Pepsi Florida Relays,2021-04-02,,,0.3,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,400H,2021,SR-4,,,57.80,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2021,SO-2,,,57.55,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2021,FR-1,,,52.96,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Spillman, Sydney",Kentucky,SEC,400m,2021,FR-1,,,1:00.23,seconds,Joe Walker Invitational,2021-04-09,,,,Outdoor,https://www.tfrrs.org/results/68533/4187732/Joe_Walker_Invitational/400-Meters,TFRRS all_performances
"Taylor, Amber",Kentucky,SEC,400m,2021,FR-1,,,1:01.42,seconds,Joe Walker Invitational,2021-04-09,,,,Outdoor,https://www.tfrrs.org/results/68533/4187732/Joe_Walker_Invitational/400-Meters,TFRRS all_performances
"Chadwick, Amaya",Kentucky,SEC,100H,2021,JR-3,,,14.02,seconds,UF Tom Jones Invitational,2021-04-16,,,-0.5,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2021,FR-1,,,13.79,seconds,UF Tom Jones Invitational,2021-04-16,,,-1.3,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.15,seconds,UF Tom Jones Invitational,2021-04-16,,,1.3,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,100H,2021,SR-4,,,13.54,seconds,UF Tom Jones Invitational,2021-04-16,,,0.1,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.00,seconds,UF Tom Jones Invitational,2021-04-16,,,1.3,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.13,seconds,UF Tom Jones Memorial,2021-04-16,Final,,1.3,Outdoor,https://www.tfrrs.org/athletes/6995394/Kentucky/Masai_Russell,legacy_source_needs_review
"Russell, Masai",Kentucky,SEC,100H,2021,SO-2,,,13.44,seconds,UF Tom Jones Invitational,2021-04-16,,,-0.5,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Williams, Annika",Kentucky,SEC,100H,2021,FR-1,,,13.89,seconds,UF Tom Jones Invitational,2021-04-16,,,-1.3,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
"Ross, Faith",Kentucky,SEC,400H,2021,SR-4,,,59.14,seconds,UF Tom Jones Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68975/4206589/UF_Tom_Jones_Invitational/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2021,SO-2,,,58.73,seconds,UF Tom Jones Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68975/4206589/UF_Tom_Jones_Invitational/400-Hurdles,TFRRS all_performances
"Moss, Megan",Kentucky,SEC,400m,2021,FR-1,,,53.03,seconds,UF Tom Jones Invitational,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68975/4206581/UF_Tom_Jones_Invitational/400-Meters,TFRRS all_performances
"Spillman, Sydney",Kentucky,SEC,400m,2021,FR-1,,,59.42,seconds,EKU Rick Erdmann Twilight,2021-04-16,,,,Outdoor,https://www.tfrrs.org/results/68072/4209645/EKU_Rick_Erdmann_Twilight_/400-Meters,TFRRS all_performances
