athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Galloway, Sophie",Kentucky,SEC,100H,2022,FR-1,,,14.60,seconds,Black and Gold Invite,2022-03-18,,,1.3,Outdoor,https://www.tfrrs.org/results/72780/4425373/Black_and_Gold_Invite/100-Hurdles,TFRRS all_performances
"Williams, Annika",Kentucky,SEC,100H,2022,SO-2,,,14.81,seconds,Black and Gold Invite,2022-03-18,,,1.8,Outdoor,https://www.tfrrs.org/results/72780/4425373/Black_and_Gold_Invite/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,400H,2022,SO-2,,,1:15.43,seconds,Black and Gold Invite,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/72780/4425360/Black_and_Gold_Invite/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,56.52,seconds,Black and Gold Invite,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/72780/4425360/Black_and_Gold_Invite/400-Hurdles,TFRRS all_performances
"McClennon, Dynasty",Kentucky,SEC,400m,2022,FR-1,,,55.88,seconds,Black and Gold Invite,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/72780/4425351/Black_and_Gold_Invite/400-Meters,TFRRS all_performances
"Jordan, Kendall",Kentucky,SEC,Long Jump,2022,FR-1,,,5.37,m,Black and Gold Invite,2022-03-18,,,1.4,Outdoor,https://www.tfrrs.org/results/72780/4425388/Black_and_Gold_Invite/Long-Jump,TFRRS all_performances
"Galloway, Sophie",Kentucky,SEC,100H,2022,FR-1,,,14.65,seconds,2022 94th Clyde Littlefield Texas Relays,2022-03-23,,,1.6,Outdoor,https://www.tfrrs.org/results/72503/4452842/2022_94th_Clyde_Littlefield_Texas_Relays/100-Hurdles,TFRRS all_performances
"Galloway, Sophie",Kentucky,SEC,Long Jump,2022,FR-1,,,5.65,m,2022 94th Clyde Littlefield Texas Relays,2022-03-23,,,1.2,Outdoor,https://www.tfrrs.org/results/72503/4452846/2022_94th_Clyde_Littlefield_Texas_Relays/Long-Jump,TFRRS all_performances
"Ballard, Shadajah",Kentucky,SEC,100H,2022,SO-2,,,13.93,seconds,Florida Relays,2022-03-31,,,-0.4,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
"Galloway, Sophie",Kentucky,SEC,100H,2022,FR-1,,,14.75,seconds,Florida Relays,2022-03-31,,,-0.4,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,100H,2022,SO-2,,,13.97,seconds,Florida Relays,2022-03-31,,,-0.4,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,100H,2022,JR-3,,,13.18,seconds,Florida Relays,2022-03-31,,,-0.4,Outdoor,https://www.tfrrs.org/results/72948/4463913/Florida_Relays/100-Hurdles,TFRRS all_performances
"Khan, Darci",Kentucky,SEC,400H,2022,SO-2,,,1:04.83,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Russell, Masai",Kentucky,SEC,400H,2022,JR-3,,,55.41,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Holmes, Alexis",Kentucky,SEC,400m,2022,JR-3,,,51.94,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463895/Florida_Relays/400-Meters,TFRRS all_performances
