athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Duben, Lea",Alabama,SEC,400H,2022,SO-2,,,1:03.56,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,1:00.08,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Duben, Lea",Alabama,SEC,400H,2022,SO-2,,,1:03.77,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482458/LSU_Joe_May_Invitational/400-Hurdles,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,1:00.04,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482458/LSU_Joe_May_Invitational/400-Hurdles,TFRRS all_performances
"O'Neill, Maddie",Alabama,SEC,400m,2022,FR-1,,,1:01.47,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482456/LSU_Joe_May_Invitational/400-Meters,TFRRS all_performances
"Obi, Amarachukwu",Alabama,SEC,400m,2022,SO-2,,,54.10,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482456/LSU_Joe_May_Invitational/400-Meters,TFRRS all_performances
"Smith, Victoya",Alabama,SEC,400m,2022,FR-1,,,59.72,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482456/LSU_Joe_May_Invitational/400-Meters,TFRRS all_performances
"Spicer, Chanice",Alabama,SEC,400m,2022,FR-1,,,56.15,seconds,LSU Joe May Invitational,2022-04-09,,,,Outdoor,https://www.tfrrs.org/results/74133/4482456/LSU_Joe_May_Invitational/400-Meters,TFRRS all_performances
"Kohtala, Camille",Alabama,SEC,Long Jump,2022,SO-2,,,5.43,m,LSU Joe May Invitational,2022-04-09,,,0.9,Outdoor,https://www.tfrrs.org/results/74133/4482439/LSU_Joe_May_Invitational/Long-Jump,TFRRS all_performances
"Ward, Aysia",Alabama,SEC,Long Jump,2022,SO-2,,,5.30,m,LSU Joe May Invitational,2022-04-09,,,-2.1,Outdoor,https://www.tfrrs.org/results/74133/4482439/LSU_Joe_May_Invitational/Long-Jump,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,1:00.15,seconds,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502555/UF_Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400m,2022,JR-3,,,56.85,seconds,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502570/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Obi, Amarachukwu",Alabama,SEC,400m,2022,SO-2,,,53.38,seconds,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502570/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Spicer, Chanice",Alabama,SEC,400m,2022,FR-1,,,55.62,seconds,UF Tom Jones Memorial,2022-04-15,,,,Outdoor,https://www.tfrrs.org/results/73497/4502570/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,59.26,seconds,Crimson Tide Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74765/4519333/Crimson_Tide_Invitational/400-Hurdles,TFRRS all_performances
"Mosley, Christal",Alabama,SEC,400m,2022,JR-3,,,53.12,seconds,Crimson Tide Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74765/4519345/Crimson_Tide_Invitational/400-Meters,TFRRS all_performances
"O'Neill, Maddie",Alabama,SEC,400m,2022,FR-1,,,58.96,seconds,Crimson Tide Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74765/4519345/Crimson_Tide_Invitational/400-Meters,TFRRS all_performances
"Obi, Amarachukwu",Alabama,SEC,400m,2022,SO-2,,,54.10,seconds,Crimson Tide Invitational,2022-04-22,,,,Outdoor,https://www.tfrrs.org/results/74765/4519345/Crimson_Tide_Invitational/400-Meters,TFRRS all_performances
"Kohtala, Camille",Alabama,SEC,Long Jump,2022,SO-2,,,5.43,m,Crimson Tide Invitational,2022-04-22,,,0.5,Outdoor,https://www.tfrrs.org/results/74765/4519349/Crimson_Tide_Invitational/Long-Jump,TFRRS all_performances
"Ward, Aysia",Alabama,SEC,Long Jump,2022,SO-2,,,5.29,m,Crimson Tide Invitational,2022-04-22,,,-1.0,Outdoor,https://www.tfrrs.org/results/74765/4519349/Crimson_Tide_Invitational/Long-Jump,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,1:00.22,seconds,LSU Invitational,2022-04-30,,,,Outdoor,https://www.tfrrs.org/results/74135/4536434/LSU_Invitational/400-Hurdles,TFRRS all_performances
"Mosley, Christal",Alabama,SEC,400m,2022,JR-3,,,53.70,seconds,LSU Invitational,2022-04-30,,,,Outdoor,https://www.tfrrs.org/results/74135/4536432/LSU_Invitational/400-Meters,TFRRS all_performances
"Spicer, Chanice",Alabama,SEC,400m,2022,FR-1,,,55.79,seconds,LSU Invitational,2022-04-30,,,,Outdoor,https://www.tfrrs.org/results/74135/4536432/LSU_Invitational/400-Meters,TFRRS all_performances
"Ward, Aysia",Alabama,SEC,Long Jump,2022,SO-2,,,5.66,m,LSU Invitational,2022-04-30,,,0.9,Outdoor,https://www.tfrrs.org/results/74135/4536414/LSU_Invitational/Long-Jump,TFRRS all_performances
"Milani, Sydney",Alabama,SEC,400H,2022,JR-3,,,59.48,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4555617/SEC_Outdoor_Track__Field_Championships/400-Hurdles,TFRRS all_performances
"Mosley, Christal",Alabama,SEC,400m,2022,JR-3,,,53.87,seconds,SEC Outdoor Track & Field Championships,2022-05-12,,,,Outdoor,https://www.tfrrs.org/results/74844/4557146/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
