athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Glasco, Alexis",Kentucky,SEC,100H,2024,JR-3,,,13.04,seconds,USF Bulls Alumni Invitational,2024-03-15,,,1.6,Outdoor,https://www.tfrrs.org/results/82252/5112620/USF_Bulls_Alumni_Invitational/100-Hurdles,TFRRS all_performances
"Alexander, Ava",Kentucky,SEC,400H,2024,FR-1,,,1:00.52,seconds,USF Bulls Alumni Invitational,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/82252/5112608/USF_Bulls_Alumni_Invitational/400-Hurdles,TFRRS all_performances
"Glasco, Alexis",Kentucky,SEC,400H,2024,JR-3,,,1:01.47,seconds,USF Bulls Alumni Invitational,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/82252/5112608/USF_Bulls_Alumni_Invitational/400-Hurdles,TFRRS all_performances
"McAnnuff, Oneika",Kentucky,SEC,400H,2024,FR-1,,,1:00.45,seconds,USF Bulls Alumni Invitational,2024-03-15,Final,5,,Outdoor,https://www.tfrrs.org/athletes/8680451/Kentucky/Oneika_McAnnuff.html,legacy_source_needs_review
"McAnnuff, Onieka",Kentucky,SEC,400H,2024,FR-1,,,1:00.45,seconds,USF Bulls Alumni Invitational,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/82252/5112608/USF_Bulls_Alumni_Invitational/400-Hurdles,TFRRS all_performances
"Johnson, Alysia",Kentucky,SEC,400m,2024,JR-3,,,53.36,seconds,USF Bulls Alumni Invitational,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/82252/5112598/USF_Bulls_Alumni_Invitational/400-Meters,TFRRS all_performances
"Martin, Jania",Kentucky,SEC,400m,2024,SR-4,,,52.75,seconds,USF Bulls Alumni Invitational,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/82252/5112598/USF_Bulls_Alumni_Invitational/400-Meters,TFRRS all_performances
"Davis, Morgan",Kentucky,SEC,Long Jump,2024,FR-1,,,6.07,m,USF Bulls Alumni Invitational,2024-03-15,,,1.6,Outdoor,https://www.tfrrs.org/results/82252/5112634/USF_Bulls_Alumni_Invitational/Long-Jump,TFRRS all_performances
"Alexander, Ava",Kentucky,SEC,400H,2024,FR-1,,,1:00.13,seconds,EKU spring invitational,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/84100/5130362/EKU_spring_invitational/400-Hurdles,TFRRS all_performances
"Allen, Aliyah",Kentucky,SEC,400H,2024,FR-1,,,1:04.40,seconds,EKU spring invitational,2024-03-22,,,,Outdoor,https://www.tfrrs.org/results/84100/5130362/EKU_spring_invitational/400-Hurdles,TFRRS all_performances
