athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Lynna Irby,Georgia,SEC,400m,2018,FR,,,50.95,seconds,Mt. SAC Relays,2018-04-19,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6534784/Georgia/Lynna_Irby,Verified 2018 outdoor result; audited against available season/athlete sources
Lynna Irby,Georgia,SEC,400m,2018,FR,,,50.77,seconds,NCAA East Preliminary Round,2018-05-24,First Round,,,Outdoor,https://www.tfrrs.org/athletes/6534784/Georgia/Lynna_Irby,Verified 2018 outdoor result; audited against available season/athlete sources
Lynna Irby,Georgia,SEC,400m,2018,FR,,,50.44,seconds,NCAA East Preliminary Round,2018-05-25,Quarterfinal,,,Outdoor,https://www.tfrrs.org/athletes/6534784/Georgia/Lynna_Irby,Verified 2018 outdoor result; audited against available season/athlete sources
Lynna Irby,Georgia,SEC,400m,2018,FR,,,50.11,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,,,Outdoor,https://www.tfrrs.org/athletes/6534784/Georgia/Lynna_Irby,Verified 2018 outdoor result; audited against available season/athlete sources
Lynna Irby,Georgia,SEC,400m,2018,FR,,,49.80,seconds,NCAA Division I Outdoor Championships,2018-06-09,Final,1,,Outdoor,https://www.tfrrs.org/athletes/6534784/Georgia/Lynna_Irby,Verified 2018 outdoor result; audited against available season/athlete sources
Micaiah Ransby,Georgia,SEC,400m,2018,SO,,,55.27,seconds,Spec Towns Invitational,2018-04-06,Final,2,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Micaiah Ransby,Georgia,SEC,400m,2018,SO,,,54.50,seconds,Mt. SAC Relays,2018-04-19,Final,10,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Katie Jackson,Georgia,SEC,400m,2018,SO,,,54.75,seconds,Spec Towns Invitational,2018-04-06,Final,1,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.04,seconds,Texas Relays,2018-03-29,Final,,3.2,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.27,seconds,Spec Towns Invitational,2018-04-06,Final,,1.2,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.17,seconds,Mt. SAC Relays,2018-04-19,Final,,1.9,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.21,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,9,1.6,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.26,seconds,NCAA East Preliminary Round,2018-05-24,First Round,,0.7,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.16,seconds,NCAA East Preliminary Round,2018-05-26,Quarterfinal,,-0.3,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Tara Davis,Georgia,SEC,100H,2018,FR,,,13.09,seconds,NCAA Division I Outdoor Championships,2018-06-07,Semifinal,,2.0,Outdoor,https://www.tfrrs.org/athletes/6534782/Georgia/Tara_Davis,Verified 2018 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,100H,2018,SO,,,13.16,seconds,Bulldog Decathlon/Heptathlon,2018-04-06,Heptathlon,,,Outdoor,https://www.tfrrs.org/athletes/6099463/Georgia/Louisa_Grauvogel,Verified 2018 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,100H,2018,SO,,,13.41,seconds,Mt. SAC Relays,2018-04-19,Final,,1.5,Outdoor,https://www.tfrrs.org/athletes/6099463/Georgia/Louisa_Grauvogel,Verified 2018 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,100H,2018,SO,,,13.12,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,7,0.8,Outdoor,https://www.tfrrs.org/athletes/6099463/Georgia/Louisa_Grauvogel,Verified 2018 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,100H,2018,SO,,,13.21,seconds,SEC Outdoor Track and Field Championships,2018-05-13,Final,8,1.2,Outdoor,https://www.tfrrs.org/athletes/6099463/Georgia/Louisa_Grauvogel,Verified 2018 outdoor result; audited against available season/athlete sources
Louisa Grauvogel,Georgia,SEC,100H,2018,SO,,,12.95,seconds,NCAA Division I Outdoor Championships,2018-06-07,Heptathlon,,2.0,Outdoor,https://www.tfrrs.org/athletes/6099463/Georgia/Louisa_Grauvogel,Verified 2018 outdoor result; audited against available season/athlete sources
Aliyah Johnson,Georgia,SEC,100H,2018,SR,,,14.10,seconds,Bulldog Decathlon/Heptathlon,2018-04-06,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Mary Terry,Georgia,SEC,100H,2018,SR,,,15.47,seconds,Bulldog Decathlon/Heptathlon,2018-04-06,Heptathlon,,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Makenzi Kopp,Georgia,SEC,400H,2018,SO,,,1:04.20,seconds,Georgia Tech Yellow Jacket Invitational,2018-03-16,Final,6,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Makenzi Kopp,Georgia,SEC,400H,2018,SO,,,1:05.36,seconds,Spec Towns Invitational,2018-04-06,Final,6,,Outdoor,https://georgiadogs.com/documents/download/2018/5/10/2018_SECOutdoorChampionships_Notes.pdf,Verified 2018 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2018,SR,,,6.71,meters,Spec Towns Invitational,2018-04-06,Final,1,+0.0,Outdoor,https://www.tfrrs.org/athletes/5131174/Georgia/Keturah_Orji,Verified 2018 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2018,SR,,,6.81,meters,SEC Outdoor Track and Field Championships,2018-05-12,Final,,0.8,Outdoor,https://www.tfrrs.org/athletes/5131174/Georgia/Keturah_Orji,Verified 2018 outdoor result; audited against available season/athlete sources
Keturah Orji,Georgia,SEC,Long Jump,2018,SR,,,6.40,meters,NCAA East Preliminary Round,2018-05-24,Preliminary,,0.1,Outdoor,https://www.tfrrs.org/athletes/5131174/Georgia/Keturah_Orji,Verified 2018 outdoor result; audited against available season/athlete sources
