athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Precious Holmes,South Carolina,SEC,400m,2018,R-SR,,,55.25,seconds,UCF Black and Gold Challenge,2018-03-16,Final,7,,Outdoor,https://www.tfrrs.org/athletes/5637464/South_Carolina/Precious_Holmes,Verified 2018 outdoor result; audited against available season/athlete sources
Precious Holmes,South Carolina,SEC,400m,2018,R-SR,,,54.62,seconds,Weems Baskin Relays,2018-03-23,Final,4,,Outdoor,https://www.tfrrs.org/athletes/5637464/South_Carolina/Precious_Holmes,Verified 2018 outdoor result; audited against available season/athlete sources
Precious Holmes,South Carolina,SEC,400m,2018,R-SR,,,54.99,seconds,Florida Relays,2018-03-29,Final,26,,Outdoor,https://www.tfrrs.org/athletes/5637464/South_Carolina/Precious_Holmes,Verified 2018 outdoor result; audited against available season/athlete sources
Precious Holmes,South Carolina,SEC,400m,2018,R-SR,,,55.45,seconds,USC Open,2018-04-21,Final,1,,Outdoor,https://www.tfrrs.org/athletes/5637464/South_Carolina/Precious_Holmes,Verified 2018 outdoor result; audited against available season/athlete sources
Precious Holmes,South Carolina,SEC,400m,2018,R-SR,,,54.35,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,16,,Outdoor,https://www.tfrrs.org/athletes/5637464/South_Carolina/Precious_Holmes,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.64,seconds,UCF Black and Gold Challenge,2018-03-16,Final,13,-0.6,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.19,seconds,Weems Baskin Relays,2018-03-23,Prelim,13,2.8,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.97,seconds,Florida Relays,2018-03-29,Final,67,1.2,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.40,seconds,Gamecock Invitational,2018-04-07,Prelim,14,0.9,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.77,seconds,Tennessee Relays,2018-04-12,Final,12,2.3,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.76,seconds,USC Open,2018-04-21,Prelim,4,2.1,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,13.88,seconds,USC Open,2018-04-21,Final,3,0.9,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Funlayo Oluwole,South Carolina,SEC,100H,2018,JR,,,14.18,seconds,SEC Outdoor Track and Field Championships,2018-05-12,Prelim,18,1.6,Outdoor,https://www.tfrrs.org/athletes/6139890/South_Carolina/Funlayo_Oluwole,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,14.01,seconds,Weems Baskin Relays,2018-03-23,Final,,2.9,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.91,seconds,Florida Relays,2018-03-29,Final,,-0.5,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
Milan Parks,South Carolina,SEC,100H,2018,JR,,,13.66,seconds,Gamecock Invitational,2018-04-07,Prelim,,0.9,Outdoor,https://www.tfrrs.org/athletes/5637468/South_Carolina/Milan_Parks.html,Verified 2018 outdoor result; audited against available season/athlete sources
