athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.12,seconds,Tiger Track Classic 2022,2022-03-18,,,0.2,Outdoor,https://www.tfrrs.org/results/70529/4425953/Tiger_Track_Classic_2022/100-Hurdles,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2022,SO-2,,,53.63,seconds,Tiger Track Classic 2022,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/70529/4425961/Tiger_Track_Classic_2022/400-Meters,TFRRS all_performances
"Nagbe, Pearl",South Carolina,SEC,400m,2022,SO-2,,,54.99,seconds,Tiger Track Classic 2022,2022-03-18,,,,Outdoor,https://www.tfrrs.org/results/70529/4425961/Tiger_Track_Classic_2022/400-Meters,TFRRS all_performances
"Hughes, Kiera",South Carolina,SEC,100H,2022,JR-3,,,16.03,seconds,Weems Baskin Relays,2022-03-25,,,1.1,Outdoor,https://www.tfrrs.org/results/73088/4440134/Weems_Baskin_Relays/100-Hurdles,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,52.38,seconds,Weems Baskin Relays,2022-03-25,,,,Outdoor,https://www.tfrrs.org/results/73088/4440082/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,54.00,seconds,Weems Baskin Relays,2022-03-25,,,,Outdoor,https://www.tfrrs.org/results/73088/4440082/Weems_Baskin_Relays/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,12.95,seconds,Weems Baskin Invitational,2022-03-26,Final,1,wind-aided,Outdoor,https://gamecocksonline.com/news/2022/03/26/carolina-track-and-field-earns-13-victories-on-final-day-of-weems-baskin/,legacy_source_needs_review
"Glenn, Rachel",South Carolina,SEC,400H,2022,SO-2,,,56.43,seconds,Florida Relays,2022-03-31,,,,Outdoor,https://www.tfrrs.org/results/72948/4463928/Florida_Relays/400-Hurdles,TFRRS all_performances
"Hughes, Kiera",South Carolina,SEC,100H,2022,JR-3,,,15.99,seconds,Gamecock Invitational,2022-04-16,,,1.4,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.21,seconds,Gamecock Invitational,2022-04-16,,,1.4,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,13.22,seconds,Gamecock Invitational,2022-04-16,,,-0.7,Outdoor,https://www.tfrrs.org/results/73089/4503378/Gamecock_Invitational_/100-Hurdles,TFRRS all_performances
"Davis , Stephanie",South Carolina,SEC,400m,2022,SR-4,,,52.11,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Dunmore, Makenzie",South Carolina,SEC,400m,2022,SR-4,,,52.20,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Frank, Angel",South Carolina,SEC,400m,2022,SO-2,,,53.14,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Johnson, Alysia",South Carolina,SEC,400m,2022,SO-2,,,52.41,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Pyatt , Aaliyah",South Carolina,SEC,400m,2022,FR-1,,,53.42,seconds,Gamecock Invitational,2022-04-16,,,,Outdoor,https://www.tfrrs.org/results/73089/4503353/Gamecock_Invitational_/400-Meters,TFRRS all_performances
"Rocker, Destinee",South Carolina,SEC,100H,2022,SR-4,,,12.99,seconds,UofSC Open,2022-04-23,,,0.4,Outdoor,https://www.tfrrs.org/results/73095/4519004/UofSC_Open/100-Hurdles,TFRRS all_performances
