athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Herran, Alana",Virginia,ACC,100H,2016,FR-1,,,14.42,s,2016 Fred Hardy Invitational,2016-03-25,,,1.1,Outdoor,https://www.tfrrs.org/results/42673/2737957/2016_Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Leonard, Ciara",Virginia,ACC,100H,2016,FR-1,,,14.23,s,2016 Fred Hardy Invitational,2016-03-25,,,1.1,Outdoor,https://www.tfrrs.org/results/42673/2737957/2016_Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Smith, Heather",Virginia,ACC,100H,2016,JR-3,,,13.88,s,2016 Fred Hardy Invitational,2016-03-25,,,1.1,Outdoor,https://www.tfrrs.org/results/42673/2737957/2016_Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Smith, Heather",Virginia,ACC,400H,2016,JR-3,,,59.41,s,2016 Fred Hardy Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/42673/2737932/2016_Fred_Hardy_Invitational/400-Hurdles,TFRRS all_performances
"Brickhill, Micah",Virginia,ACC,400m,2016,JR-3,,,59.67,s,2016 Fred Hardy Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/42673/2737966/2016_Fred_Hardy_Invitational/400-Meters,TFRRS all_performances
"Naibe-Wey, Aisha",Virginia,ACC,400m,2016,SR-4,,,55.75,s,2016 Fred Hardy Invitational,2016-03-25,,,,Outdoor,https://www.tfrrs.org/results/42673/2737966/2016_Fred_Hardy_Invitational/400-Meters,TFRRS all_performances
"Barron, Mia",Virginia,ACC,Long Jump,2016,FR-1,,,5.76,m,2016 Fred Hardy Invitational,2016-03-25,,,+0.0,Outdoor,https://www.tfrrs.org/results/42673/2737964/2016_Fred_Hardy_Invitational/Long-Jump,TFRRS all_performances
"Naibe-Wey, Aisha",Virginia,ACC,400H,2016,SR-4,,,1:00.37,s,Florida Relays,2016-03-31,,,,Outdoor,https://www.tfrrs.org/results/43368/2772321/Florida_Relays/400-Hurdles,TFRRS all_performances
"Smith, Heather",Virginia,ACC,400H,2016,JR-3,,,59.87,s,Florida Relays,2016-03-31,,,,Outdoor,https://www.tfrrs.org/results/43368/2772321/Florida_Relays/400-Hurdles,TFRRS all_performances
"Barron, Mia",Virginia,ACC,Long Jump,2016,FR-1,,,5.75,m,Florida Relays,2016-03-31,,,0.9,Outdoor,https://www.tfrrs.org/results/43368/2772285/Florida_Relays/Long-Jump,TFRRS all_performances
