athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Woodley, Alexis",Virginia,ACC,100H,2018,SO-2,,,14.11,s,Miami Hurricane Invitational,2018-03-16,,,+0.0,Outdoor,https://www.tfrrs.org/results/54142/3350155/Miami_Hurricane_Invitational/100-Hurdles,TFRRS all_performances
"Hairston, Kiana",Virginia,ACC,400m,2018,SR-4,,,57.11,s,Miami Hurricane Invitational,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/54142/3350123/Miami_Hurricane_Invitational/400-Meters,TFRRS all_performances
"Herran, Alana",Virginia,ACC,400m,2018,JR-3,,,57.71,s,Miami Hurricane Invitational,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/54142/3350123/Miami_Hurricane_Invitational/400-Meters,TFRRS all_performances
"Jefferson, Anna",Virginia,ACC,400m,2018,SO-2,,,54.42,s,Miami Hurricane Invitational,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/54142/3350123/Miami_Hurricane_Invitational/400-Meters,TFRRS all_performances
"Knight, Angie",Virginia,ACC,400m,2018,SO-2,,,54.83,s,Miami Hurricane Invitational,2018-03-16,,,,Outdoor,https://www.tfrrs.org/results/54142/3350123/Miami_Hurricane_Invitational/400-Meters,TFRRS all_performances
"Barron, Mia",Virginia,ACC,Long Jump,2018,JR-3,,,5.86,m,Miami Hurricane Invitational,2018-03-16,,,0.9,Outdoor,https://www.tfrrs.org/results/54142/3350168/Miami_Hurricane_Invitational/Long-Jump,TFRRS all_performances
"Caldwell, Khyasia",Virginia,ACC,Long Jump,2018,FR-1,,,6.05,m,Miami Hurricane Invitational,2018-03-16,,,1.1,Outdoor,https://www.tfrrs.org/results/54142/3350168/Miami_Hurricane_Invitational/Long-Jump,TFRRS all_performances
"Knight, Andrenette",Virginia,ACC,100H,2018,SO-2,,,14.05,s,Fred Hardy Invitational,2018-03-30,,,1.1,Outdoor,https://www.tfrrs.org/results/51896/3380995/Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Woodley, Alexis",Virginia,ACC,100H,2018,SO-2,,,13.69,s,Fred Hardy Invitational,2018-03-30,,,1.1,Outdoor,https://www.tfrrs.org/results/51896/3380995/Fred_Hardy_Invitational/100-Hurdles,TFRRS all_performances
"Knight, Andrenette",Virginia,ACC,400H,2018,SO-2,,,59.22,s,Fred Hardy Invitational,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/51896/3380968/Fred_Hardy_Invitational/400-Hurdles,TFRRS all_performances
"Sullivan, Holly",Virginia,ACC,400H,2018,SR-4,,,1:00.99,s,Fred Hardy Invitational,2018-03-30,,,,Outdoor,https://www.tfrrs.org/results/51896/3380968/Fred_Hardy_Invitational/400-Hurdles,TFRRS all_performances
